63; 8118; 54.0
59; 8340; 69.0
54; 8030; 70.0
53; 8237; 75.0
61; 7987; 79.0
58; 7961; 50.0
50; 8292; 61.0
62; 8023; 63.0
57; 7883; 66.0
64; 8157; 62.0
60; 8044; 72.0
52; 8122; 62.0
51; 8003; 67.0
65; 7975; 48.0
55; 8127; 49.0
30; 8325; 53.0
31; 8351; 80.0
32; 8444; 59.0
18; 7934; 73.0
29; 8384; 61.0
56; 8141; 69.0
47; 8063; 67.0
21; 8091; 74.0
40; 8282; 62.0
38; 8258; 67.0
33; 8200; 62.0
23; 8318; 54.0
13; 8120; 59.0
26; 8429; 76.0
15; 8347; 66.0
28; 8194; 75.0
4; 8203; 72.0
2; 8323; 67.0
1; 8142; 72.0
3; 8128; 69.0
35; 7915; 64.0
12; 7899; 78.0
6; 8021; 64.0
10; 8239; 57.0
37; 8177; 71.0
7; 8374; 84.0
42; 7996; 87.0
17; 8111; 62.0
44; 8086; 56.0
19; 8032; 63.0
25; 8115; 77.0
22; 8159; 61.0
45; 8203; 67.0
78; 8020; 79.0
84; 8081; 68.0
49; 8346; 62.0
43; 8092; 63.0
11; 8359; 76.0
20; 8147; 62.0
16; 8174; 75.0
46; 8295; 61.0
76; 8251; 78.0
80; 8015; 67.0
34; 8266; 74.0
81; 8379; 71.0
41; 8295; 68.0
85; 8160; 81.0
9; 8342; 61.0
14; 8145; 60.0
5; 8049; 68.0
97; 8324; 50.0
96; 8478; 65.0
27; 8173; 77.0
24; 8236; 64.0
87; 8198; 63.0
100; 8005; 85.0
99; 8050; 64.0
98; 8131; 41.0
88; 7908; 66.0
48; 7801; 62.0
86; 8092; 55.0
89; 8189; 53.0
77; 8137; 63.0
91; 8076; 60.0
90; 8216; 57.0
82; 8290; 65.0
83; 8238; 78.0
79; 8161; 60.0
72; 7946; 65.0
68; 8106; 65.0
74; 8123; 51.0
71; 8315; 62.0
67; 8217; 76.0
94; 8246; 71.0
92; 8230; 64.0
93; 7981; 65.0
69; 8480; 71.0
75; 8187; 60.0
66; 8197; 57.0
70; 8161; 67.0
95; 8122; 60.0
73; 8336; 62.0
