,0,1,2,3
715,0.0,-0.02,-0.08,0.05
716,0.0,-0.04,-0.11,0.03
717,0.0,0.06,-0.01,0.13
718,0.0,-0.05,-0.13,0.02
719,0.0,-0.02,-0.09,0.05
720,0.0,0.02,-0.04,0.09
721,0.0,0.01,-0.05,0.07
722,0.0,0.0,-0.06,0.07
723,0.0,-0.01,-0.07,0.06
724,0.0,0.0,-0.06,0.06
725,0.0,-0.03,-0.09,0.04
726,0.0,0.02,-0.05,0.08
727,0.0,-0.03,-0.1,0.04
728,0.0,-0.0,-0.06,0.06
729,0.0,0.02,-0.05,0.08
730,0.0,-0.05,-0.12,0.02
731,0.0,0.02,-0.04,0.08
732,0.0,-0.01,-0.07,0.06
733,0.0,-0.06,-0.13,0.01
734,0.0,0.02,-0.04,0.08
735,0.0,0.01,-0.05,0.08
736,0.0,-0.08,-0.14,-0.01
737,0.0,0.01,-0.06,0.07
738,0.0,-0.0,-0.07,0.06
739,0.0,-0.01,-0.07,0.05
740,0.0,-0.03,-0.1,0.03
741,0.0,0.03,-0.03,0.09
742,0.0,0.02,-0.04,0.08
743,0.0,0.01,-0.05,0.07
744,0.0,-0.04,-0.11,0.02
745,0.0,0.02,-0.05,0.08
746,0.0,0.02,-0.05,0.08
747,0.0,-0.01,-0.07,0.05
748,0.0,-0.06,-0.13,0.01
749,0.0,-0.02,-0.09,0.04
750,0.0,-0.04,-0.1,0.03
751,0.0,0.02,-0.05,0.08
752,0.0,-0.03,-0.1,0.03
753,0.0,0.08,0.01,0.14
754,0.0,0.0,-0.06,0.07
755,0.0,-0.02,-0.08,0.05
756,0.0,-0.0,-0.07,0.07
757,0.0,0.06,-0.01,0.12
758,0.0,0.03,-0.04,0.1
759,0.0,0.02,-0.05,0.09
760,0.0,0.08,0.01,0.14
761,0.0,-0.01,-0.07,0.05
762,0.0,-0.05,-0.11,0.01
763,0.0,-0.03,-0.09,0.03
764,0.0,-0.0,-0.08,0.07
765,0.0,0.03,-0.04,0.1
766,0.0,0.02,-0.04,0.09
767,0.0,0.02,-0.05,0.08
768,0.0,-0.02,-0.08,0.04
769,0.0,-0.05,-0.11,0.01
770,0.0,-0.04,-0.11,0.02
771,0.0,-0.03,-0.1,0.04
772,0.0,0.0,-0.06,0.07
773,0.0,0.01,-0.06,0.08
774,0.0,0.04,-0.02,0.11
775,0.0,-0.04,-0.11,0.03
776,0.0,-0.06,-0.13,0.0
777,0.0,-0.0,-0.07,0.06
778,0.0,-0.03,-0.1,0.04
779,0.0,0.03,-0.04,0.1
780,0.0,-0.01,-0.07,0.05
781,0.0,0.07,0.0,0.13
782,0.0,-0.03,-0.09,0.03
783,0.0,0.02,-0.04,0.09
784,0.0,-0.03,-0.09,0.03
785,0.0,-0.08,-0.15,-0.02
786,0.0,-0.0,-0.07,0.07
787,0.0,-0.0,-0.07,0.06
788,0.0,0.0,-0.05,0.06
789,0.0,0.08,0.01,0.15
790,0.0,-0.03,-0.1,0.04
791,0.0,-0.0,-0.07,0.06
792,0.0,0.01,-0.06,0.07
793,0.0,0.02,-0.05,0.08
794,0.0,-0.01,-0.08,0.05
795,0.0,0.01,-0.05,0.08
796,0.0,0.0,-0.06,0.06
797,0.0,-0.01,-0.07,0.06
798,0.0,-0.01,-0.07,0.06
799,0.0,0.01,-0.05,0.08
800,0.0,0.01,-0.05,0.08
801,0.0,-0.03,-0.1,0.03
802,0.0,-0.01,-0.07,0.06
803,0.0,0.01,-0.06,0.07
804,0.0,0.02,-0.04,0.09
805,0.0,-0.01,-0.08,0.06
806,0.0,-0.04,-0.11,0.03
807,0.0,0.03,-0.03,0.09
808,0.0,0.04,-0.02,0.11
809,0.0,-0.05,-0.11,0.02
810,0.0,-0.0,-0.07,0.06
811,0.0,-0.03,-0.1,0.03
812,0.0,-0.03,-0.09,0.03
813,0.0,-0.05,-0.11,0.02
814,0.0,0.04,-0.03,0.1
815,0.0,-0.03,-0.09,0.03
816,0.0,0.06,-0.01,0.13
817,0.0,0.01,-0.06,0.08
818,0.0,-0.01,-0.07,0.04
819,0.0,0.05,-0.01,0.12
820,0.0,0.0,-0.06,0.07
821,0.0,0.01,-0.06,0.07
822,0.0,0.03,-0.03,0.09
823,0.0,0.02,-0.05,0.08
824,0.0,-0.1,-0.16,-0.04
825,0.0,0.03,-0.03,0.1
826,0.0,0.0,-0.07,0.07
827,0.0,0.01,-0.04,0.07
828,0.0,-0.05,-0.11,0.02
829,0.0,-0.03,-0.09,0.03
830,0.0,0.04,-0.02,0.1
831,0.0,-0.0,-0.07,0.07
832,0.0,-0.03,-0.1,0.03
833,0.0,-0.01,-0.07,0.06
834,0.0,-0.06,-0.13,0.01
835,0.0,-0.0,-0.06,0.06
836,0.0,0.05,-0.02,0.12
837,0.0,0.01,-0.06,0.08
838,0.0,-0.07,-0.13,-0.01
839,0.0,0.02,-0.04,0.08
840,0.0,0.02,-0.05,0.08
841,0.0,0.02,-0.04,0.09
842,0.0,0.04,-0.03,0.11
843,0.0,-0.05,-0.12,0.02
844,0.0,-0.06,-0.13,0.01
845,0.0,-0.03,-0.09,0.03
846,0.0,0.01,-0.06,0.07
847,0.0,-0.04,-0.11,0.03
848,0.0,-0.07,-0.14,-0.01
849,0.0,0.0,-0.06,0.07
850,0.0,0.05,-0.02,0.13
851,0.0,0.01,-0.06,0.07
852,0.0,-0.01,-0.07,0.05
853,0.0,-0.03,-0.1,0.04
854,0.0,-0.01,-0.07,0.06
855,0.0,-0.01,-0.08,0.06
856,0.0,0.01,-0.06,0.08
857,0.0,-0.07,-0.14,0.0
858,0.0,-0.04,-0.1,0.03
859,0.0,-0.01,-0.08,0.05
860,0.0,-0.03,-0.1,0.03
861,0.0,0.03,-0.04,0.09
862,0.0,0.03,-0.03,0.1
863,0.0,0.03,-0.04,0.09
864,0.0,0.02,-0.04,0.09
865,0.0,0.02,-0.05,0.09
866,0.0,-0.03,-0.1,0.04
867,0.0,0.01,-0.06,0.07
868,0.0,-0.0,-0.07,0.07
869,0.0,-0.01,-0.08,0.06
870,0.0,-0.0,-0.07,0.07
871,0.0,-0.0,-0.06,0.06
872,0.0,-0.05,-0.11,0.02
873,0.0,0.02,-0.04,0.08
874,0.0,-0.02,-0.09,0.05
875,0.0,0.03,-0.03,0.1
876,0.0,0.01,-0.06,0.08
877,0.0,-0.0,-0.07,0.06
878,0.0,-0.06,-0.13,0.01
879,0.0,0.1,0.03,0.17
880,0.0,0.04,-0.03,0.1
881,0.0,0.04,-0.03,0.11
882,0.0,-0.08,-0.16,-0.01
883,0.0,0.03,-0.04,0.09
884,0.0,0.02,-0.04,0.08
885,0.0,-0.03,-0.1,0.03
886,0.0,0.03,-0.04,0.1
887,0.0,-0.0,-0.07,0.06
888,0.0,-0.03,-0.1,0.03
889,0.0,-0.12,-0.2,-0.05
890,0.0,0.02,-0.05,0.09
891,0.0,-0.04,-0.11,0.03
892,0.0,0.03,-0.03,0.09
893,0.0,-0.03,-0.09,0.04
894,0.0,-0.05,-0.11,0.02
895,0.0,0.07,0.01,0.13
896,0.0,-0.05,-0.11,0.01
897,0.0,-0.01,-0.08,0.06
898,0.0,0.02,-0.05,0.08
899,0.0,-0.01,-0.08,0.05
900,0.0,-0.03,-0.09,0.03
901,0.0,0.02,-0.04,0.08
902,0.0,0.04,-0.02,0.1
903,0.0,-0.07,-0.14,-0.01
904,0.0,-0.08,-0.15,-0.01
905,0.0,0.06,-0.01,0.13
906,0.0,-0.02,-0.08,0.05
907,0.0,0.08,0.01,0.14
908,0.0,0.04,-0.02,0.1
909,0.0,0.02,-0.05,0.09
910,0.0,0.03,-0.04,0.09
911,0.0,0.01,-0.06,0.07
912,0.0,-0.03,-0.09,0.03
913,0.0,-0.01,-0.07,0.06
914,0.0,0.01,-0.06,0.07
915,0.0,0.03,-0.04,0.1
916,0.0,0.02,-0.04,0.08
917,0.0,-0.01,-0.08,0.06
918,0.0,-0.06,-0.12,0.01
919,0.0,-0.05,-0.11,0.02
920,0.0,-0.04,-0.1,0.02
921,0.0,-0.01,-0.08,0.06
922,0.0,-0.01,-0.07,0.06
923,0.0,0.04,-0.02,0.11
924,0.0,-0.02,-0.08,0.05
925,0.0,0.02,-0.06,0.09
926,0.0,-0.02,-0.09,0.04
927,0.0,-0.03,-0.09,0.04
928,0.0,0.01,-0.06,0.07
929,0.0,0.01,-0.06,0.07
930,0.0,-0.06,-0.13,0.0
931,0.0,0.04,-0.03,0.1
932,0.0,-0.02,-0.08,0.05
933,0.0,0.01,-0.05,0.08
934,0.0,0.02,-0.05,0.08
935,0.0,0.0,-0.06,0.07
936,0.0,0.03,-0.04,0.1
937,0.0,-0.05,-0.11,0.02
938,0.0,0.01,-0.05,0.07
939,0.0,-0.05,-0.11,0.02
940,0.0,-0.02,-0.08,0.04
941,0.0,0.03,-0.04,0.1
942,0.0,-0.02,-0.08,0.04
943,0.0,-0.02,-0.09,0.04
944,0.0,0.0,-0.06,0.06
945,0.0,0.01,-0.06,0.07
946,0.0,-0.02,-0.09,0.04
947,0.0,0.06,-0.0,0.12
948,0.0,-0.01,-0.07,0.06
949,0.0,0.04,-0.03,0.11
950,0.0,0.05,-0.02,0.11
951,0.0,0.0,-0.07,0.07
952,0.0,0.03,-0.04,0.1
953,0.0,0.05,-0.01,0.12
954,0.0,-0.03,-0.09,0.04
955,0.0,0.06,-0.0,0.13
956,0.0,-0.01,-0.08,0.05
957,0.0,-0.01,-0.07,0.05
958,0.0,-0.05,-0.11,0.02
959,0.0,0.01,-0.05,0.08
960,0.0,0.08,0.01,0.15
961,0.0,-0.05,-0.11,0.02
962,0.0,0.0,-0.06,0.06
963,0.0,0.02,-0.04,0.09
964,0.0,-0.01,-0.08,0.05
965,0.0,0.08,0.01,0.14
966,0.0,0.0,-0.06,0.07
967,0.0,0.01,-0.05,0.08
968,0.0,-0.05,-0.12,0.02
969,0.0,-0.04,-0.11,0.03
970,0.0,0.03,-0.03,0.1
971,0.0,-0.03,-0.1,0.03
972,0.0,0.01,-0.05,0.08
973,0.0,-0.03,-0.1,0.04
974,0.0,0.0,-0.06,0.07
975,0.0,0.0,-0.06,0.06
976,0.0,0.11,0.05,0.17
977,0.0,0.0,-0.06,0.07
978,0.0,-0.04,-0.11,0.03
979,0.0,0.06,-0.0,0.13
980,0.0,0.0,-0.06,0.07
981,0.0,-0.04,-0.1,0.02
982,0.0,0.01,-0.07,0.08
983,0.0,0.01,-0.06,0.08
984,0.0,0.02,-0.05,0.08
985,0.0,0.05,-0.01,0.11
986,0.0,-0.04,-0.1,0.02
987,0.0,-0.09,-0.16,-0.02
988,0.0,0.05,-0.01,0.11
989,0.0,0.01,-0.06,0.07
990,0.0,-0.05,-0.12,0.02
991,0.0,-0.03,-0.1,0.03
992,0.0,-0.04,-0.1,0.02
993,0.0,-0.01,-0.07,0.06
994,0.0,0.03,-0.04,0.1
995,0.0,0.02,-0.04,0.08
996,0.0,0.03,-0.04,0.09
997,0.0,0.02,-0.05,0.09
998,0.0,0.03,-0.04,0.09
999,0.0,-0.04,-0.11,0.03
1000,0.0,-0.06,-0.13,0.01
1001,0.0,0.07,0.0,0.13
1002,0.0,-0.03,-0.1,0.03
1003,0.0,0.04,-0.02,0.1
1004,0.0,0.04,-0.03,0.1
1005,0.0,-0.02,-0.09,0.05
1006,0.0,-0.01,-0.09,0.06
1007,0.0,-0.05,-0.12,0.01
1008,0.0,-0.04,-0.1,0.03
1009,0.0,0.06,-0.0,0.13
1010,0.0,0.01,-0.06,0.08
1011,0.0,-0.03,-0.09,0.04
1012,0.0,-0.06,-0.12,0.01
1013,0.0,-0.06,-0.12,0.01
1014,0.0,0.01,-0.06,0.07
1015,0.0,-0.04,-0.11,0.03
1016,0.0,-0.02,-0.08,0.05
1017,0.0,-0.02,-0.09,0.04
1018,0.0,0.02,-0.05,0.09
1019,0.0,-0.06,-0.13,0.01
1020,0.0,0.02,-0.04,0.08
1021,0.0,0.06,-0.01,0.13
1022,0.0,0.04,-0.02,0.1
1023,0.0,-0.03,-0.09,0.03
1024,0.0,0.0,-0.06,0.07
1025,0.0,0.0,-0.06,0.06
1026,0.0,0.01,-0.05,0.07
1027,0.0,-0.02,-0.09,0.05
1028,0.0,-0.1,-0.16,-0.03
1029,0.0,-0.03,-0.09,0.04
1030,0.0,-0.05,-0.13,0.03
1031,0.0,0.04,-0.03,0.1
1032,0.0,0.04,-0.02,0.1
1033,0.0,-0.09,-0.15,-0.02
1034,0.0,0.01,-0.06,0.08
1035,0.0,0.05,-0.02,0.12
1036,0.0,0.01,-0.05,0.08
1037,0.0,0.07,-0.0,0.14
1038,0.0,-0.04,-0.1,0.02
1039,0.0,0.01,-0.05,0.07
1040,0.0,-0.03,-0.09,0.04
1041,0.0,-0.03,-0.1,0.05
1042,0.0,-0.01,-0.08,0.06
1043,0.0,0.03,-0.03,0.09
1044,0.0,0.02,-0.05,0.08
1045,0.0,0.02,-0.04,0.09
1046,0.0,0.0,-0.06,0.07
1047,0.0,-0.03,-0.09,0.04
1048,0.0,-0.05,-0.12,0.02
1049,0.0,0.04,-0.03,0.1
1050,0.0,-0.07,-0.14,0.01
1051,0.0,-0.08,-0.15,-0.01
1052,0.0,0.01,-0.06,0.07
1053,0.0,0.04,-0.03,0.11
1054,0.0,0.05,-0.01,0.11
1055,0.0,-0.03,-0.1,0.04
1056,0.0,-0.01,-0.07,0.05
1057,0.0,-0.01,-0.07,0.05
1058,0.0,-0.01,-0.08,0.06
1059,0.0,-0.02,-0.07,0.04
1060,0.0,0.0,-0.06,0.07
1061,0.0,-0.07,-0.13,-0.0
1062,0.0,0.04,-0.02,0.11
1063,0.0,0.03,-0.03,0.1
1064,0.0,-0.01,-0.07,0.06
1065,0.0,0.01,-0.06,0.07
1066,0.0,0.01,-0.07,0.08
1067,0.0,-0.04,-0.1,0.03
1068,0.0,0.01,-0.05,0.08
1069,0.0,-0.09,-0.16,-0.02
1070,0.0,-0.07,-0.14,-0.0
1071,0.0,0.05,-0.01,0.12
1072,0.0,0.03,-0.03,0.09
1073,0.0,0.01,-0.06,0.08
1074,0.0,-0.03,-0.09,0.03
1075,0.0,0.02,-0.04,0.09
1076,0.0,0.03,-0.04,0.1
1077,0.0,-0.04,-0.1,0.02
1078,0.0,0.01,-0.06,0.07
1079,0.0,-0.02,-0.08,0.05
1080,0.0,-0.01,-0.07,0.06
1081,0.0,-0.0,-0.07,0.07
1082,0.0,-0.04,-0.1,0.02
1083,0.0,-0.03,-0.1,0.04
1084,0.0,-0.01,-0.07,0.06
1085,0.0,0.1,0.02,0.17
1086,0.0,-0.05,-0.12,0.02
1087,0.0,0.07,0.01,0.14
1088,0.0,-0.01,-0.07,0.06
1089,0.0,-0.04,-0.11,0.03
1090,0.0,-0.01,-0.08,0.06
1091,0.0,0.03,-0.04,0.1
1092,0.0,-0.03,-0.09,0.03
1093,0.0,0.02,-0.04,0.09
1094,0.0,-0.03,-0.1,0.03
1095,0.0,-0.02,-0.09,0.04
1096,0.0,0.01,-0.06,0.08
1097,0.0,-0.01,-0.08,0.07
1098,0.0,-0.08,-0.15,-0.01
1099,0.0,0.01,-0.05,0.07
1100,0.0,-0.01,-0.07,0.06
1101,0.0,-0.02,-0.08,0.05
1102,0.0,-0.04,-0.1,0.03
1103,0.0,0.0,-0.06,0.07
1104,0.0,-0.03,-0.1,0.04
1105,0.0,0.01,-0.05,0.08
1106,0.0,0.02,-0.05,0.08
1107,0.0,0.02,-0.05,0.08
1108,0.0,-0.03,-0.09,0.03
1109,0.0,0.03,-0.04,0.1
1110,0.0,-0.04,-0.11,0.03
1111,0.0,0.02,-0.04,0.08
1112,0.0,0.01,-0.05,0.08
1113,0.0,0.02,-0.04,0.09
1114,0.0,0.06,-0.01,0.12
1115,0.0,0.0,-0.05,0.06
1116,0.0,0.04,-0.03,0.1
1117,0.0,-0.09,-0.16,-0.03
1118,0.0,0.04,-0.03,0.1
1119,0.0,0.02,-0.04,0.09
1120,0.0,0.04,-0.03,0.1
1121,0.0,0.0,-0.06,0.07
1122,0.0,0.03,-0.04,0.09
1123,0.0,-0.03,-0.09,0.04
1124,0.0,-0.01,-0.08,0.06
1125,0.0,-0.0,-0.07,0.06
1126,0.0,-0.02,-0.09,0.04
1127,0.0,0.02,-0.05,0.08
1128,0.0,0.0,-0.06,0.07
1129,0.0,-0.02,-0.09,0.05
1130,0.0,-0.02,-0.09,0.05
1131,0.0,-0.08,-0.15,-0.02
1132,0.0,0.04,-0.02,0.1
1133,0.0,0.01,-0.05,0.08
1134,0.0,0.06,-0.01,0.12
1135,0.0,-0.0,-0.06,0.06
1136,0.0,0.04,-0.02,0.1
1137,0.0,-0.02,-0.08,0.05
1138,0.0,-0.01,-0.08,0.07
1139,0.0,0.03,-0.03,0.1
1140,0.0,0.03,-0.04,0.1
1141,0.0,-0.1,-0.17,-0.03
1142,0.0,0.04,-0.02,0.11
1143,0.0,0.02,-0.05,0.09
1144,0.0,-0.02,-0.08,0.05
1145,0.0,0.03,-0.04,0.1
1146,0.0,0.0,-0.07,0.07
1147,0.0,-0.02,-0.09,0.04
1148,0.0,0.01,-0.06,0.08
1149,0.0,0.01,-0.05,0.08
1150,0.0,-0.02,-0.09,0.04
1151,0.0,-0.0,-0.07,0.07
1152,0.0,-0.06,-0.12,0.0
1153,0.0,0.0,-0.07,0.08
1154,0.0,0.01,-0.05,0.07
1155,0.0,-0.03,-0.09,0.04
1156,0.0,-0.04,-0.11,0.02
1157,0.0,0.05,-0.02,0.11
1158,0.0,-0.08,-0.14,-0.01
1159,0.0,-0.01,-0.07,0.06
1160,0.0,-0.01,-0.07,0.06
1161,0.0,0.04,-0.02,0.1
1162,0.0,0.05,-0.01,0.11
1163,0.0,0.07,0.01,0.13
1164,0.0,-0.06,-0.12,0.01
1165,0.0,-0.01,-0.08,0.06
1166,0.0,0.01,-0.06,0.07
1167,0.0,0.05,-0.01,0.11
1168,0.0,0.02,-0.05,0.09
1169,0.0,0.01,-0.04,0.07
1170,0.0,-0.07,-0.14,0.0
1171,0.0,-0.02,-0.09,0.04
1172,0.0,-0.01,-0.08,0.06
1173,0.0,-0.02,-0.08,0.04
1174,0.0,-0.04,-0.1,0.02
1175,0.0,-0.01,-0.07,0.05
1176,0.0,-0.03,-0.1,0.03
1177,0.0,0.06,-0.01,0.12
1178,0.0,0.02,-0.05,0.08
1179,0.0,0.01,-0.05,0.08
1180,0.0,-0.03,-0.1,0.03
1181,0.0,-0.03,-0.1,0.04
1182,0.0,-0.03,-0.1,0.04
1183,0.0,-0.01,-0.08,0.05
1184,0.0,-0.04,-0.1,0.02
1185,0.0,-0.02,-0.09,0.05
1186,0.0,0.1,0.04,0.17
1187,0.0,-0.03,-0.09,0.04
1188,0.0,0.0,-0.06,0.06
1189,0.0,-0.04,-0.1,0.03
1190,0.0,0.04,-0.03,0.1
1191,0.0,-0.01,-0.07,0.05
1192,0.0,0.01,-0.06,0.07
1193,0.0,-0.02,-0.08,0.04
1194,0.0,-0.06,-0.12,-0.0
1195,0.0,-0.04,-0.1,0.03
1196,0.0,0.03,-0.03,0.1
1197,0.0,0.03,-0.04,0.1
1198,0.0,0.04,-0.03,0.1
1199,0.0,0.02,-0.05,0.09
1200,0.0,-0.05,-0.11,0.01
1201,0.0,-0.02,-0.08,0.05
1202,0.0,-0.07,-0.14,-0.0
1203,0.0,-0.03,-0.09,0.04
1204,0.0,-0.02,-0.08,0.04
1205,0.0,-0.01,-0.08,0.06
1206,0.0,-0.03,-0.09,0.03
1207,0.0,0.05,-0.01,0.11
1208,0.0,0.02,-0.05,0.09
1209,0.0,0.06,-0.0,0.12
1210,0.0,-0.04,-0.1,0.02
1211,0.0,-0.03,-0.1,0.03
1212,0.0,-0.04,-0.11,0.03
1213,0.0,-0.0,-0.07,0.06
1214,0.0,-0.04,-0.1,0.03
1215,0.0,0.04,-0.03,0.1
1216,0.0,0.02,-0.05,0.08
1217,0.0,-0.0,-0.07,0.07
1218,0.0,-0.03,-0.09,0.03
1219,0.0,0.02,-0.05,0.08
1220,0.0,0.04,-0.03,0.11
1221,0.0,0.03,-0.03,0.09
1222,0.0,0.02,-0.04,0.08
1223,0.0,0.01,-0.06,0.08
1224,0.0,0.0,-0.07,0.07
1225,0.0,-0.03,-0.09,0.04
1226,0.0,-0.02,-0.08,0.05
1227,0.0,-0.05,-0.12,0.02
1228,0.0,0.02,-0.05,0.09
1229,0.0,0.02,-0.04,0.09
1230,0.0,0.06,-0.01,0.12
1231,0.0,0.05,-0.02,0.12
1232,0.0,-0.02,-0.09,0.05
1233,0.0,-0.06,-0.12,0.01
1234,0.0,-0.02,-0.09,0.04
1235,0.0,-0.02,-0.09,0.04
1236,0.0,0.01,-0.06,0.07
1237,0.0,0.05,-0.01,0.12
1238,0.0,-0.05,-0.12,0.02
1239,0.0,0.05,-0.02,0.11
1240,0.0,-0.08,-0.15,-0.01
1241,0.0,-0.02,-0.09,0.05
1242,0.0,0.0,-0.06,0.06
1243,0.0,-0.02,-0.09,0.05
1244,0.0,0.02,-0.04,0.08
1245,0.0,-0.02,-0.08,0.05
1246,0.0,-0.05,-0.12,0.01
1247,0.0,-0.02,-0.09,0.04
1248,0.0,-0.03,-0.09,0.04
1249,0.0,-0.01,-0.07,0.05
1250,0.0,0.01,-0.05,0.08
1251,0.0,-0.02,-0.08,0.05
1252,0.0,-0.05,-0.11,0.02
1253,0.0,0.07,-0.0,0.14
1254,0.0,-0.01,-0.08,0.06
1255,0.0,-0.04,-0.1,0.01
1256,0.0,0.04,-0.03,0.11
1257,0.0,0.02,-0.05,0.09
1258,0.0,0.02,-0.05,0.09
1259,0.0,-0.03,-0.1,0.03
1260,0.0,-0.07,-0.13,-0.01
1261,0.0,0.11,0.04,0.18
1262,0.0,-0.02,-0.09,0.06
1263,0.0,-0.02,-0.08,0.04
1264,0.0,-0.03,-0.09,0.04
1265,0.0,0.05,-0.02,0.12
1266,0.0,-0.01,-0.07,0.06
1267,0.0,0.02,-0.04,0.09
1268,0.0,-0.02,-0.08,0.04
1269,0.0,-0.05,-0.12,0.02
1270,0.0,-0.1,-0.17,-0.03
1271,0.0,-0.06,-0.13,0.01
1272,0.0,-0.02,-0.09,0.05
1273,0.0,0.0,-0.06,0.07
1274,0.0,-0.01,-0.07,0.06
1275,0.0,-0.07,-0.14,-0.0
1276,0.0,-0.07,-0.13,-0.0
1277,0.0,0.08,0.01,0.14
1278,0.0,-0.02,-0.09,0.04
1279,0.0,-0.04,-0.11,0.02
1280,0.0,0.01,-0.05,0.08
1281,0.0,0.03,-0.04,0.09
1282,0.0,-0.06,-0.13,0.01
1283,0.0,-0.04,-0.1,0.02
1284,0.0,-0.0,-0.07,0.06
1285,0.0,0.01,-0.06,0.07
1286,0.0,0.02,-0.04,0.09
1287,0.0,-0.01,-0.08,0.05
1288,0.0,0.01,-0.05,0.08
1289,0.0,-0.05,-0.12,0.02
1290,0.0,0.03,-0.03,0.09
1291,0.0,0.05,-0.01,0.12
1292,0.0,-0.04,-0.11,0.03
1293,0.0,-0.06,-0.12,0.01
1294,0.0,-0.01,-0.07,0.05
1295,0.0,0.08,0.02,0.14
1296,0.0,0.01,-0.05,0.07
1297,0.0,-0.01,-0.08,0.06
1298,0.0,-0.01,-0.07,0.05
1299,0.0,-0.03,-0.09,0.04
1300,0.0,-0.02,-0.08,0.05
1301,0.0,0.02,-0.05,0.09
1302,0.0,0.05,-0.02,0.12
1303,0.0,-0.01,-0.08,0.06
1304,0.0,0.05,-0.02,0.13
1305,0.0,-0.01,-0.08,0.05
1306,0.0,-0.01,-0.08,0.05
1307,0.0,0.03,-0.03,0.1
1308,0.0,-0.05,-0.11,0.02
1309,0.0,-0.06,-0.12,0.01
1310,0.0,0.03,-0.03,0.09
1311,0.0,-0.1,-0.17,-0.03
1312,0.0,0.03,-0.04,0.1
1313,0.0,0.0,-0.07,0.07
1314,0.0,-0.01,-0.08,0.05
1315,0.0,-0.04,-0.1,0.03
1316,0.0,0.03,-0.03,0.1
1317,0.0,0.05,-0.01,0.11
1318,0.0,0.02,-0.05,0.09
1319,0.0,0.02,-0.04,0.09
1320,0.0,0.03,-0.03,0.09
1321,0.0,0.03,-0.03,0.1
1322,0.0,0.02,-0.05,0.08
1323,0.0,-0.01,-0.07,0.06
1324,0.0,0.0,-0.06,0.07
1325,0.0,-0.04,-0.11,0.02
1326,0.0,-0.04,-0.1,0.03
1327,0.0,-0.04,-0.11,0.03
1328,0.0,0.04,-0.02,0.1
1329,0.0,0.01,-0.05,0.08
1330,0.0,0.07,0.0,0.13
1331,0.0,0.05,-0.01,0.12
1332,0.0,-0.03,-0.1,0.03
1333,0.0,-0.11,-0.18,-0.04
1334,0.0,-0.01,-0.08,0.06
1335,0.0,0.04,-0.02,0.11
1336,0.0,0.07,0.01,0.13
1337,0.0,-0.04,-0.12,0.03
1338,0.0,0.01,-0.05,0.07
1339,0.0,0.04,-0.03,0.11
1340,0.0,-0.02,-0.09,0.04
1341,0.0,0.03,-0.04,0.1
1342,0.0,-0.03,-0.1,0.03
1343,0.0,-0.04,-0.1,0.03
1344,0.0,0.0,-0.07,0.07
1345,0.0,-0.1,-0.16,-0.04
1346,0.0,-0.0,-0.07,0.06
1347,0.0,-0.02,-0.08,0.05
1348,0.0,-0.02,-0.08,0.05
1349,0.0,0.01,-0.06,0.08
1350,0.0,-0.0,-0.07,0.06
1351,0.0,0.01,-0.06,0.09
1352,0.0,0.07,0.01,0.13
1353,0.0,-0.0,-0.07,0.06
1354,0.0,-0.06,-0.13,0.01
1355,0.0,-0.03,-0.09,0.04
1356,0.0,-0.01,-0.08,0.05
1357,0.0,-0.02,-0.08,0.04
1358,0.0,0.08,0.01,0.14
1359,0.0,-0.01,-0.08,0.05
1360,0.0,0.03,-0.03,0.1
1361,0.0,0.08,0.01,0.14
1362,0.0,-0.02,-0.09,0.04
1363,0.0,-0.05,-0.11,0.02
1364,0.0,-0.03,-0.1,0.03
1365,0.0,0.03,-0.04,0.1
1366,0.0,-0.07,-0.13,-0.0
1367,0.0,-0.03,-0.09,0.03
1368,0.0,0.0,-0.06,0.07
1369,0.0,0.02,-0.05,0.08
1370,0.0,-0.0,-0.07,0.07
1371,0.0,0.04,-0.02,0.1
1372,0.0,-0.0,-0.06,0.06
1373,0.0,-0.04,-0.1,0.03
1374,0.0,0.02,-0.05,0.08
1375,0.0,0.0,-0.06,0.07
1376,0.0,-0.02,-0.08,0.05
1377,0.0,-0.07,-0.13,-0.01
1378,0.0,-0.03,-0.1,0.03
1379,0.0,0.09,0.03,0.15
1380,0.0,-0.08,-0.14,-0.01
1381,0.0,-0.03,-0.1,0.04
1382,0.0,0.05,-0.01,0.11
1383,0.0,0.01,-0.06,0.08
1384,0.0,-0.04,-0.1,0.02
1385,0.0,-0.02,-0.08,0.05
1386,0.0,-0.0,-0.07,0.07
1387,0.0,-0.04,-0.11,0.03
1388,0.0,0.04,-0.03,0.1
1389,0.0,-0.06,-0.12,0.01
1390,0.0,0.0,-0.06,0.06
1391,0.0,0.01,-0.05,0.07
1392,0.0,-0.0,-0.06,0.06
1393,0.0,0.02,-0.04,0.08
1394,0.0,0.03,-0.04,0.1
1395,0.0,0.07,0.02,0.13
1396,0.0,-0.04,-0.11,0.04
1397,0.0,0.01,-0.05,0.08
1398,0.0,-0.03,-0.09,0.03
1399,0.0,-0.09,-0.16,-0.03
1400,0.0,0.04,-0.02,0.1
1401,0.0,-0.03,-0.09,0.03
1402,0.0,-0.03,-0.09,0.04
1403,0.0,0.05,-0.01,0.12
1404,0.0,0.03,-0.04,0.09
1405,0.0,-0.0,-0.06,0.06
1406,0.0,0.01,-0.05,0.06
1407,0.0,-0.02,-0.09,0.06
1408,0.0,-0.02,-0.09,0.05
1409,0.0,0.01,-0.06,0.07
