,0,1,2,3
1410,0.0,0.03,-0.03,0.09
1411,0.0,0.02,-0.03,0.08
1412,0.0,-0.01,-0.07,0.05
1413,0.0,-0.04,-0.1,0.02
1414,0.0,-0.01,-0.07,0.05
1415,0.0,-0.02,-0.09,0.05
1416,0.0,0.07,0.01,0.13
1417,0.0,-0.01,-0.07,0.05
1418,0.0,-0.03,-0.1,0.04
1419,0.0,0.03,-0.03,0.1
1420,0.0,-0.04,-0.11,0.02
1421,0.0,-0.04,-0.11,0.03
1422,0.0,-0.03,-0.1,0.03
1423,0.0,0.05,-0.02,0.11
1424,0.0,0.0,-0.07,0.07
1425,0.0,0.03,-0.04,0.09
1426,0.0,-0.01,-0.08,0.05
1427,0.0,-0.05,-0.11,0.01
1428,0.0,-0.0,-0.06,0.06
1429,0.0,0.02,-0.05,0.09
1430,0.0,-0.07,-0.14,-0.01
1431,0.0,-0.02,-0.08,0.04
1432,0.0,0.01,-0.06,0.07
1433,0.0,-0.07,-0.14,-0.01
1434,0.0,-0.02,-0.09,0.05
1435,0.0,0.08,0.01,0.15
1436,0.0,-0.03,-0.1,0.03
1437,0.0,0.04,-0.02,0.11
1438,0.0,-0.03,-0.1,0.04
1439,0.0,0.01,-0.06,0.08
1440,0.0,-0.04,-0.1,0.02
1441,0.0,-0.05,-0.11,0.01
1442,0.0,-0.05,-0.12,0.01
1443,0.0,0.04,-0.02,0.11
1444,0.0,-0.05,-0.13,0.02
1445,0.0,0.0,-0.06,0.07
1446,0.0,0.01,-0.06,0.08
1447,0.0,-0.03,-0.09,0.04
1448,0.0,0.03,-0.04,0.09
1449,0.0,0.0,-0.07,0.07
1450,0.0,0.03,-0.04,0.09
1451,0.0,0.01,-0.05,0.07
1452,0.0,0.02,-0.05,0.08
1453,0.0,0.03,-0.04,0.1
1454,0.0,-0.05,-0.12,0.02
1455,0.0,0.01,-0.05,0.07
1456,0.0,0.0,-0.06,0.07
1457,0.0,0.02,-0.05,0.09
1458,0.0,0.04,-0.02,0.1
1459,0.0,-0.11,-0.17,-0.04
1460,0.0,0.03,-0.04,0.1
1461,0.0,0.07,0.01,0.13
1462,0.0,0.06,-0.01,0.12
1463,0.0,0.01,-0.05,0.08
1464,0.0,-0.09,-0.16,-0.03
1465,0.0,-0.05,-0.12,0.02
1466,0.0,0.0,-0.06,0.07
1467,0.0,0.07,0.01,0.13
1468,0.0,0.04,-0.03,0.1
1469,0.0,0.02,-0.04,0.08
1470,0.0,0.06,-0.01,0.13
1471,0.0,-0.04,-0.1,0.03
1472,0.0,0.03,-0.04,0.1
1473,0.0,0.07,0.0,0.13
1474,0.0,-0.02,-0.09,0.04
1475,0.0,-0.08,-0.15,-0.01
1476,0.0,0.02,-0.05,0.09
1477,0.0,0.01,-0.06,0.08
1478,0.0,-0.08,-0.14,-0.01
1479,0.0,0.03,-0.03,0.09
1480,0.0,-0.0,-0.07,0.06
1481,0.0,0.0,-0.07,0.08
1482,0.0,-0.02,-0.08,0.04
1483,0.0,-0.03,-0.09,0.04
1484,0.0,-0.03,-0.09,0.04
1485,0.0,0.04,-0.02,0.1
1486,0.0,-0.05,-0.12,0.02
1487,0.0,-0.03,-0.09,0.04
1488,0.0,0.01,-0.05,0.08
1489,0.0,-0.0,-0.07,0.07
1490,0.0,-0.05,-0.12,0.02
1491,0.0,-0.02,-0.09,0.04
1492,0.0,-0.01,-0.07,0.06
1493,0.0,0.05,-0.02,0.11
1494,0.0,0.02,-0.04,0.09
1495,0.0,0.04,-0.02,0.11
1496,0.0,-0.02,-0.09,0.05
1497,0.0,0.09,0.02,0.15
1498,0.0,0.01,-0.05,0.08
1499,0.0,-0.06,-0.13,0.01
1500,0.0,-0.07,-0.14,-0.01
1501,0.0,-0.02,-0.08,0.05
1502,0.0,-0.02,-0.09,0.05
1503,0.0,-0.05,-0.12,0.02
1504,0.0,-0.04,-0.1,0.02
1505,0.0,-0.04,-0.11,0.02
1506,0.0,0.03,-0.03,0.09
1507,0.0,-0.06,-0.13,-0.0
1508,0.0,0.05,-0.01,0.11
1509,0.0,0.1,0.03,0.17
1510,0.0,-0.0,-0.07,0.06
1511,0.0,0.05,-0.01,0.11
1512,0.0,-0.04,-0.11,0.03
1513,0.0,0.0,-0.06,0.06
1514,0.0,-0.03,-0.1,0.04
1515,0.0,-0.06,-0.13,0.01
1516,0.0,0.09,0.03,0.15
1517,0.0,0.04,-0.03,0.11
1518,0.0,-0.01,-0.07,0.06
1519,0.0,0.02,-0.05,0.09
1520,0.0,-0.05,-0.12,0.02
1521,0.0,-0.05,-0.13,0.02
1522,0.0,-0.1,-0.17,-0.03
1523,0.0,0.02,-0.04,0.09
1524,0.0,-0.0,-0.06,0.06
1525,0.0,0.06,0.0,0.12
1526,0.0,-0.0,-0.07,0.06
1527,0.0,-0.01,-0.07,0.05
1528,0.0,-0.05,-0.11,0.02
1529,0.0,0.06,-0.0,0.12
1530,0.0,-0.05,-0.11,0.02
1531,0.0,0.01,-0.06,0.07
1532,0.0,-0.09,-0.16,-0.03
1533,0.0,0.0,-0.06,0.07
1534,0.0,0.04,-0.03,0.1
1535,0.0,0.07,0.01,0.14
1536,0.0,0.02,-0.05,0.08
1537,0.0,-0.05,-0.11,0.01
1538,0.0,-0.04,-0.11,0.03
1539,0.0,0.04,-0.02,0.11
1540,0.0,-0.07,-0.14,-0.0
1541,0.0,0.02,-0.05,0.08
1542,0.0,0.03,-0.04,0.09
1543,0.0,-0.01,-0.08,0.05
1544,0.0,0.02,-0.05,0.09
1545,0.0,-0.0,-0.07,0.06
1546,0.0,-0.01,-0.08,0.05
1547,0.0,-0.06,-0.13,0.02
1548,0.0,0.11,0.05,0.18
1549,0.0,-0.08,-0.16,-0.0
1550,0.0,0.04,-0.03,0.11
1551,0.0,0.03,-0.04,0.1
1552,0.0,0.01,-0.06,0.07
1553,0.0,-0.02,-0.09,0.04
1554,0.0,-0.04,-0.1,0.02
1555,0.0,-0.08,-0.15,-0.01
1556,0.0,0.05,-0.01,0.12
1557,0.0,0.01,-0.06,0.07
1558,0.0,0.06,-0.01,0.13
1559,0.0,0.06,-0.0,0.13
1560,0.0,0.02,-0.04,0.08
1561,0.0,-0.05,-0.12,0.03
1562,0.0,-0.04,-0.11,0.03
1563,0.0,-0.01,-0.08,0.05
1564,0.0,0.06,0.0,0.12
1565,0.0,-0.05,-0.12,0.01
1566,0.0,-0.04,-0.1,0.02
1567,0.0,-0.0,-0.07,0.06
1568,0.0,-0.01,-0.07,0.06
1569,0.0,-0.03,-0.1,0.03
1570,0.0,0.01,-0.05,0.08
1571,0.0,0.02,-0.04,0.08
1572,0.0,-0.0,-0.07,0.06
1573,0.0,-0.09,-0.16,-0.02
1574,0.0,-0.04,-0.11,0.02
1575,0.0,-0.04,-0.11,0.03
1576,0.0,0.0,-0.06,0.07
1577,0.0,-0.05,-0.11,0.02
1578,0.0,0.0,-0.06,0.07
1579,0.0,0.06,-0.01,0.13
1580,0.0,0.05,-0.02,0.12
1581,0.0,-0.05,-0.13,0.02
1582,0.0,0.1,0.04,0.15
1583,0.0,0.01,-0.06,0.08
1584,0.0,0.03,-0.03,0.09
1585,0.0,-0.03,-0.1,0.04
1586,0.0,0.01,-0.05,0.07
1587,0.0,-0.05,-0.1,0.01
1588,0.0,-0.02,-0.09,0.04
1589,0.0,0.06,-0.0,0.13
1590,0.0,0.01,-0.05,0.08
1591,0.0,0.02,-0.04,0.08
1592,0.0,0.04,-0.02,0.1
1593,0.0,0.02,-0.04,0.08
1594,0.0,-0.04,-0.11,0.02
1595,0.0,-0.05,-0.12,0.02
1596,0.0,-0.06,-0.13,0.0
1597,0.0,0.02,-0.04,0.08
1598,0.0,-0.04,-0.11,0.03
1599,0.0,0.01,-0.06,0.07
1600,0.0,0.05,-0.01,0.12
1601,0.0,0.02,-0.04,0.08
1602,0.0,-0.02,-0.09,0.04
1603,0.0,-0.03,-0.09,0.03
1604,0.0,0.0,-0.07,0.07
1605,0.0,-0.05,-0.12,0.01
1606,0.0,0.02,-0.05,0.08
1607,0.0,0.02,-0.05,0.09
1608,0.0,-0.06,-0.12,0.01
1609,0.0,0.05,-0.02,0.12
1610,0.0,-0.05,-0.11,0.02
1611,0.0,-0.06,-0.13,0.0
1612,0.0,-0.02,-0.09,0.04
1613,0.0,-0.01,-0.07,0.05
1614,0.0,-0.0,-0.07,0.06
1615,0.0,0.0,-0.07,0.07
1616,0.0,-0.02,-0.09,0.05
1617,0.0,0.03,-0.04,0.1
1618,0.0,0.03,-0.03,0.09
1619,0.0,0.01,-0.05,0.07
1620,0.0,0.01,-0.06,0.08
1621,0.0,0.02,-0.05,0.09
1622,0.0,0.0,-0.06,0.07
1623,0.0,0.04,-0.02,0.11
1624,0.0,0.03,-0.03,0.1
1625,0.0,-0.01,-0.07,0.04
1626,0.0,-0.02,-0.08,0.05
1627,0.0,0.01,-0.06,0.08
1628,0.0,-0.01,-0.08,0.05
1629,0.0,0.04,-0.03,0.1
1630,0.0,-0.01,-0.07,0.06
1631,0.0,0.04,-0.03,0.1
1632,0.0,0.01,-0.05,0.07
1633,0.0,-0.01,-0.08,0.05
1634,0.0,0.03,-0.04,0.09
1635,0.0,-0.0,-0.07,0.06
1636,0.0,0.0,-0.07,0.07
1637,0.0,0.01,-0.05,0.07
1638,0.0,0.02,-0.04,0.08
1639,0.0,0.01,-0.06,0.08
1640,0.0,-0.02,-0.09,0.05
1641,0.0,-0.05,-0.12,0.02
1642,0.0,0.01,-0.05,0.08
1643,0.0,-0.0,-0.07,0.06
1644,0.0,-0.01,-0.07,0.05
1645,0.0,-0.03,-0.09,0.04
1646,0.0,-0.04,-0.1,0.02
1647,0.0,-0.05,-0.11,0.02
1648,0.0,0.05,-0.01,0.11
1649,0.0,0.07,0.0,0.13
1650,0.0,-0.04,-0.1,0.02
1651,0.0,-0.02,-0.08,0.05
1652,0.0,-0.05,-0.12,0.02
1653,0.0,0.01,-0.06,0.07
1654,0.0,0.04,-0.03,0.1
1655,0.0,0.05,-0.01,0.12
1656,0.0,0.07,0.0,0.13
1657,0.0,-0.02,-0.09,0.04
1658,0.0,0.03,-0.04,0.09
1659,0.0,-0.01,-0.08,0.06
1660,0.0,-0.05,-0.12,0.02
1661,0.0,-0.03,-0.1,0.03
1662,0.0,-0.0,-0.07,0.06
1663,0.0,-0.0,-0.07,0.06
1664,0.0,0.03,-0.04,0.09
1665,0.0,-0.02,-0.09,0.04
1666,0.0,0.04,-0.03,0.11
1667,0.0,0.05,-0.02,0.11
1668,0.0,-0.06,-0.13,0.0
1669,0.0,0.02,-0.04,0.08
1670,0.0,0.0,-0.06,0.06
1671,0.0,-0.05,-0.12,0.01
1672,0.0,-0.02,-0.09,0.04
1673,0.0,0.05,-0.01,0.12
1674,0.0,0.05,-0.01,0.12
1675,0.0,-0.02,-0.08,0.05
1676,0.0,-0.02,-0.09,0.05
1677,0.0,-0.02,-0.08,0.05
1678,0.0,-0.01,-0.07,0.06
1679,0.0,0.01,-0.06,0.07
1680,0.0,0.03,-0.04,0.09
1681,0.0,0.04,-0.03,0.1
1682,0.0,-0.04,-0.11,0.02
1683,0.0,-0.04,-0.11,0.03
1684,0.0,0.05,-0.01,0.11
1685,0.0,-0.04,-0.11,0.03
1686,0.0,-0.06,-0.12,0.0
1687,0.0,0.04,-0.02,0.1
1688,0.0,0.09,0.03,0.15
1689,0.0,-0.02,-0.09,0.04
1690,0.0,-0.03,-0.1,0.03
1691,0.0,-0.06,-0.13,0.01
1692,0.0,-0.01,-0.07,0.05
1693,0.0,0.07,0.01,0.14
1694,0.0,-0.04,-0.11,0.03
1695,0.0,-0.01,-0.08,0.05
1696,0.0,0.04,-0.02,0.1
1697,0.0,0.01,-0.05,0.08
1698,0.0,0.0,-0.06,0.06
1699,0.0,-0.05,-0.12,0.01
1700,0.0,0.02,-0.04,0.09
1701,0.0,0.03,-0.03,0.09
1702,0.0,-0.03,-0.1,0.04
1703,0.0,-0.02,-0.08,0.05
1704,0.0,-0.02,-0.09,0.06
1705,0.0,-0.06,-0.13,0.01
1706,0.0,-0.04,-0.1,0.03
1707,0.0,-0.12,-0.19,-0.06
1708,0.0,-0.03,-0.09,0.04
1709,0.0,-0.17,-0.24,-0.1
1710,0.0,0.01,-0.06,0.08
1711,0.0,0.02,-0.04,0.08
1712,0.0,-0.01,-0.08,0.05
1713,0.0,-0.07,-0.13,0.0
1714,0.0,0.05,-0.02,0.12
1715,0.0,-0.0,-0.07,0.07
1716,0.0,-0.05,-0.11,0.01
1717,0.0,-0.01,-0.08,0.05
1718,0.0,0.03,-0.04,0.09
1719,0.0,0.03,-0.03,0.09
1720,0.0,-0.0,-0.07,0.06
1721,0.0,-0.0,-0.06,0.06
1722,0.0,-0.01,-0.07,0.05
1723,0.0,0.05,-0.03,0.13
1724,0.0,-0.06,-0.12,0.0
1725,0.0,0.01,-0.06,0.07
1726,0.0,0.04,-0.02,0.11
1727,0.0,-0.01,-0.08,0.05
1728,0.0,-0.02,-0.08,0.05
1729,0.0,-0.04,-0.11,0.03
1730,0.0,0.07,0.01,0.14
1731,0.0,0.0,-0.07,0.07
1732,0.0,0.03,-0.04,0.1
1733,0.0,-0.03,-0.09,0.04
1734,0.0,-0.03,-0.09,0.03
1735,0.0,-0.0,-0.06,0.06
1736,0.0,-0.06,-0.12,-0.0
1737,0.0,-0.05,-0.11,0.02
1738,0.0,0.01,-0.05,0.08
1739,0.0,0.0,-0.07,0.07
1740,0.0,0.03,-0.03,0.1
1741,0.0,-0.01,-0.08,0.06
1742,0.0,-0.01,-0.08,0.06
1743,0.0,-0.07,-0.14,-0.01
1744,0.0,-0.04,-0.11,0.03
1745,0.0,-0.0,-0.07,0.06
1746,0.0,-0.02,-0.09,0.05
1747,0.0,0.02,-0.05,0.09
1748,0.0,-0.05,-0.13,0.02
1749,0.0,-0.05,-0.11,0.02
1750,0.0,-0.02,-0.09,0.04
1751,0.0,0.04,-0.02,0.11
1752,0.0,0.03,-0.04,0.09
1753,0.0,0.03,-0.04,0.09
1754,0.0,0.03,-0.04,0.1
1755,0.0,0.05,-0.01,0.11
1756,0.0,-0.02,-0.09,0.04
1757,0.0,0.01,-0.07,0.08
1758,0.0,-0.04,-0.1,0.03
1759,0.0,0.05,-0.02,0.11
1760,0.0,0.0,-0.06,0.07
1761,0.0,-0.01,-0.07,0.06
1762,0.0,0.01,-0.06,0.07
1763,0.0,-0.02,-0.09,0.05
1764,0.0,-0.0,-0.07,0.07
1765,0.0,0.04,-0.03,0.1
1766,0.0,0.02,-0.05,0.09
1767,0.0,-0.09,-0.15,-0.02
1768,0.0,-0.05,-0.12,0.01
1769,0.0,0.0,-0.06,0.06
1770,0.0,-0.03,-0.09,0.03
1771,0.0,-0.03,-0.09,0.04
1772,0.0,-0.01,-0.08,0.05
1773,0.0,-0.07,-0.13,0.0
1774,0.0,-0.03,-0.1,0.03
1775,0.0,-0.04,-0.11,0.02
1776,0.0,0.0,-0.06,0.07
1777,0.0,0.11,0.04,0.18
1778,0.0,-0.03,-0.1,0.03
1779,0.0,-0.03,-0.1,0.04
1780,0.0,-0.04,-0.11,0.03
1781,0.0,0.0,-0.06,0.07
1782,0.0,-0.03,-0.1,0.03
1783,0.0,0.06,-0.01,0.12
1784,0.0,0.0,-0.07,0.07
1785,0.0,0.02,-0.04,0.08
1786,0.0,-0.01,-0.07,0.05
1787,0.0,-0.07,-0.13,0.0
1788,0.0,0.06,-0.01,0.13
1789,0.0,0.02,-0.05,0.08
1790,0.0,0.04,-0.02,0.1
1791,0.0,0.02,-0.04,0.09
1792,0.0,-0.03,-0.09,0.03
1793,0.0,0.06,-0.0,0.12
1794,0.0,0.01,-0.05,0.07
1795,0.0,-0.01,-0.08,0.05
1796,0.0,-0.01,-0.08,0.06
1797,0.0,-0.05,-0.11,0.02
1798,0.0,-0.01,-0.08,0.05
1799,0.0,-0.02,-0.09,0.05
1800,0.0,0.05,-0.02,0.11
1801,0.0,-0.02,-0.09,0.05
1802,0.0,0.01,-0.05,0.07
1803,0.0,-0.05,-0.12,0.02
1804,0.0,-0.01,-0.08,0.05
1805,0.0,-0.01,-0.07,0.06
1806,0.0,0.04,-0.03,0.11
1807,0.0,0.03,-0.04,0.09
1808,0.0,0.01,-0.06,0.07
1809,0.0,-0.01,-0.08,0.06
1810,0.0,-0.08,-0.14,-0.01
1811,0.0,-0.0,-0.06,0.06
1812,0.0,0.03,-0.04,0.1
1813,0.0,0.04,-0.03,0.1
1814,0.0,0.02,-0.05,0.09
1815,0.0,-0.03,-0.09,0.03
1816,0.0,0.02,-0.05,0.09
1817,0.0,-0.04,-0.1,0.03
1818,0.0,0.01,-0.06,0.08
1819,0.0,0.15,0.09,0.21
1820,0.0,0.05,-0.01,0.11
1821,0.0,0.04,-0.02,0.1
1822,0.0,0.07,0.01,0.14
1823,0.0,-0.03,-0.1,0.04
1824,0.0,-0.03,-0.1,0.03
1825,0.0,-0.04,-0.1,0.03
1826,0.0,0.03,-0.04,0.09
1827,0.0,-0.02,-0.08,0.05
1828,0.0,0.02,-0.05,0.09
1829,0.0,0.02,-0.05,0.08
1830,0.0,-0.07,-0.14,-0.0
1831,0.0,0.06,-0.0,0.11
1832,0.0,-0.04,-0.11,0.03
1833,0.0,0.01,-0.06,0.07
1834,0.0,-0.03,-0.1,0.04
1835,0.0,0.01,-0.06,0.07
1836,0.0,0.07,-0.0,0.13
1837,0.0,-0.01,-0.07,0.06
1838,0.0,0.04,-0.02,0.11
1839,0.0,-0.01,-0.07,0.05
1840,0.0,-0.02,-0.09,0.05
1841,0.0,-0.02,-0.08,0.05
1842,0.0,0.02,-0.06,0.1
1843,0.0,0.02,-0.05,0.08
1844,0.0,-0.01,-0.07,0.05
1845,0.0,-0.05,-0.11,0.02
1846,0.0,-0.05,-0.11,0.02
1847,0.0,-0.03,-0.1,0.04
1848,0.0,-0.04,-0.11,0.02
1849,0.0,0.02,-0.04,0.09
1850,0.0,-0.07,-0.14,-0.01
1851,0.0,-0.0,-0.07,0.06
1852,0.0,-0.06,-0.13,-0.0
1853,0.0,-0.01,-0.08,0.06
1854,0.0,-0.06,-0.13,0.01
1855,0.0,-0.13,-0.2,-0.07
1856,0.0,0.02,-0.04,0.08
1857,0.0,0.01,-0.06,0.07
1858,0.0,0.03,-0.04,0.09
1859,0.0,-0.03,-0.09,0.03
1860,0.0,-0.05,-0.11,0.01
1861,0.0,-0.05,-0.12,0.01
1862,0.0,0.0,-0.07,0.07
1863,0.0,-0.0,-0.06,0.06
1864,0.0,0.03,-0.04,0.1
1865,0.0,-0.02,-0.08,0.05
1866,0.0,-0.05,-0.12,0.01
1867,0.0,-0.02,-0.09,0.05
1868,0.0,-0.02,-0.08,0.05
1869,0.0,-0.03,-0.1,0.04
1870,0.0,0.02,-0.05,0.08
1871,0.0,0.02,-0.05,0.08
1872,0.0,0.01,-0.06,0.08
1873,0.0,0.01,-0.05,0.07
1874,0.0,-0.02,-0.08,0.04
1875,0.0,0.04,-0.03,0.1
1876,0.0,-0.03,-0.09,0.04
1877,0.0,-0.08,-0.14,-0.01
1878,0.0,-0.05,-0.12,0.01
1879,0.0,-0.07,-0.14,0.0
1880,0.0,0.06,-0.01,0.13
1881,0.0,-0.01,-0.07,0.06
1882,0.0,0.0,-0.06,0.07
1883,0.0,-0.01,-0.08,0.05
1884,0.0,0.05,-0.02,0.11
1885,0.0,-0.03,-0.09,0.04
1886,0.0,0.02,-0.04,0.09
1887,0.0,-0.01,-0.09,0.06
1888,0.0,-0.06,-0.13,0.01
1889,0.0,0.05,-0.02,0.11
1890,0.0,0.04,-0.02,0.1
1891,0.0,0.04,-0.03,0.1
1892,0.0,-0.04,-0.11,0.04
1893,0.0,-0.03,-0.11,0.05
1894,0.0,0.09,0.02,0.15
1895,0.0,0.01,-0.06,0.07
1896,0.0,-0.02,-0.09,0.05
1897,0.0,-0.01,-0.07,0.05
1898,0.0,-0.01,-0.08,0.06
1899,0.0,-0.05,-0.12,0.01
1900,0.0,-0.07,-0.14,0.0
1901,0.0,-0.06,-0.14,0.01
1902,0.0,0.01,-0.06,0.07
1903,0.0,-0.0,-0.07,0.06
1904,0.0,0.0,-0.06,0.07
1905,0.0,-0.06,-0.13,0.0
1906,0.0,0.01,-0.05,0.08
1907,0.0,-0.02,-0.09,0.05
1908,0.0,-0.0,-0.07,0.06
1909,0.0,-0.04,-0.1,0.03
1910,0.0,0.0,-0.07,0.07
1911,0.0,-0.04,-0.11,0.02
1912,0.0,-0.04,-0.1,0.02
1913,0.0,0.03,-0.03,0.1
1914,0.0,0.07,0.0,0.14
1915,0.0,-0.05,-0.12,0.01
1916,0.0,0.05,-0.02,0.11
1917,0.0,-0.03,-0.1,0.04
1918,0.0,-0.05,-0.11,0.02
1919,0.0,0.02,-0.05,0.08
1920,0.0,0.03,-0.04,0.09
1921,0.0,0.03,-0.04,0.09
1922,0.0,-0.02,-0.09,0.05
1923,0.0,0.02,-0.04,0.08
1924,0.0,-0.07,-0.14,0.0
1925,0.0,-0.02,-0.09,0.05
1926,0.0,-0.04,-0.11,0.02
1927,0.0,0.02,-0.05,0.09
1928,0.0,-0.0,-0.07,0.06
1929,0.0,-0.01,-0.08,0.05
1930,0.0,0.02,-0.04,0.08
1931,0.0,0.01,-0.06,0.07
1932,0.0,-0.01,-0.08,0.06
1933,0.0,-0.02,-0.08,0.05
1934,0.0,0.02,-0.04,0.09
1935,0.0,-0.02,-0.09,0.06
1936,0.0,0.04,-0.02,0.1
1937,0.0,-0.04,-0.11,0.03
1938,0.0,0.03,-0.03,0.1
1939,0.0,0.02,-0.05,0.1
1940,0.0,0.05,-0.02,0.11
1941,0.0,0.02,-0.04,0.08
1942,0.0,0.03,-0.03,0.1
1943,0.0,0.02,-0.04,0.08
1944,0.0,0.03,-0.04,0.09
1945,0.0,0.01,-0.05,0.08
1946,0.0,0.0,-0.06,0.07
1947,0.0,0.01,-0.07,0.08
1948,0.0,0.01,-0.06,0.08
1949,0.0,-0.0,-0.07,0.07
1950,0.0,0.05,-0.02,0.12
1951,0.0,0.05,-0.02,0.11
1952,0.0,0.02,-0.05,0.09
1953,0.0,-0.01,-0.08,0.06
1954,0.0,0.05,-0.02,0.12
1955,0.0,0.0,-0.06,0.06
1956,0.0,-0.04,-0.11,0.02
1957,0.0,-0.12,-0.19,-0.05
1958,0.0,-0.04,-0.1,0.03
1959,0.0,-0.01,-0.08,0.05
1960,0.0,-0.0,-0.07,0.06
1961,0.0,-0.01,-0.07,0.06
1962,0.0,0.02,-0.05,0.09
1963,0.0,0.01,-0.05,0.08
1964,0.0,0.07,0.01,0.13
1965,0.0,0.08,0.01,0.14
1966,0.0,0.06,-0.01,0.12
1967,0.0,0.06,-0.0,0.13
1968,0.0,-0.01,-0.08,0.05
1969,0.0,0.03,-0.03,0.1
1970,0.0,-0.1,-0.17,-0.03
1971,0.0,-0.01,-0.08,0.06
1972,0.0,-0.02,-0.08,0.05
1973,0.0,0.01,-0.06,0.08
1974,0.0,-0.08,-0.14,-0.01
1975,0.0,-0.02,-0.09,0.06
1976,0.0,0.07,0.0,0.13
1977,0.0,-0.01,-0.07,0.05
1978,0.0,-0.06,-0.12,0.01
1979,0.0,-0.03,-0.09,0.03
1980,0.0,0.07,0.01,0.13
1981,0.0,-0.03,-0.09,0.04
1982,0.0,0.03,-0.04,0.09
1983,0.0,-0.02,-0.09,0.05
1984,0.0,0.0,-0.06,0.06
1985,0.0,-0.09,-0.17,-0.02
1986,0.0,0.03,-0.04,0.09
1987,0.0,-0.02,-0.09,0.04
1988,0.0,0.1,0.03,0.17
1989,0.0,0.01,-0.06,0.07
1990,0.0,-0.01,-0.07,0.06
1991,0.0,0.03,-0.03,0.1
1992,0.0,-0.05,-0.12,0.02
1993,0.0,0.01,-0.05,0.07
1994,0.0,-0.03,-0.09,0.04
1995,0.0,-0.01,-0.07,0.05
1996,0.0,-0.05,-0.12,0.02
1997,-0.22,-0.18,-0.21,-0.15
1998,0.72,0.66,0.64,0.69
1999,-0.8,-0.83,-0.86,-0.8
