,0,1,2,3,4,5
0,0.8,0.72,0.28,0.29,1.16,0.95
1,-0.5,-0.51,0.35,0.35,1.49,0.95
2,0.0,-0.07,0.33,0.34,1.34,0.94
3,-0.7,-0.7,0.14,0.14,0.57,0.95
4,1.0,1.0,0.15,0.15,0.58,0.93
5,0.0,-0.0,0.14,0.14,0.55,0.93
