,0,1,2,3,4,5
0,-0.9,-0.89,0.25,0.25,1.01,0.94
1,0.2,0.18,0.18,0.18,0.77,0.96
2,0.0,-0.03,0.2,0.2,0.81,0.95
3,-0.4,-0.39,0.09,0.09,0.33,0.92
4,1.1,1.1,0.1,0.1,0.36,0.93
5,0.0,-0.01,0.09,0.09,0.33,0.93
