,0,1,2,3,4,5
0,-0.9,-0.9,0.26,0.26,1.1,0.94
1,0.2,0.18,0.18,0.19,0.86,0.96
2,0.0,-0.05,0.21,0.21,0.88,0.96
3,-0.4,-0.39,0.09,0.09,0.37,0.94
4,1.1,1.1,0.11,0.11,0.4,0.94
5,0.0,-0.0,0.1,0.1,0.36,0.91
