,0,1,2,3,4,5
0,-0.9,-0.88,0.23,0.23,0.93,0.95
1,0.2,0.19,0.17,0.17,0.68,0.95
2,0.0,-0.03,0.19,0.19,0.73,0.95
3,-0.4,-0.39,0.08,0.08,0.29,0.94
4,1.1,1.09,0.08,0.08,0.31,0.94
5,0.0,-0.01,0.08,0.08,0.29,0.93
