,0,1,2,3,4,5
0,0.8,0.72,0.28,0.29,1.1,0.93
1,-0.5,-0.5,0.34,0.34,1.44,0.96
2,0.0,-0.06,0.32,0.33,1.28,0.95
3,-0.7,-0.7,0.14,0.14,0.54,0.94
4,1.0,0.99,0.14,0.14,0.55,0.95
5,0.0,0.01,0.14,0.14,0.52,0.94
