,0,1,2,3,4,5
0,-0.9,-0.91,0.23,0.23,0.91,0.95
1,0.2,0.2,0.16,0.16,0.64,0.96
2,0.0,-0.01,0.18,0.18,0.68,0.94
3,-0.4,-0.4,0.07,0.07,0.27,0.96
4,1.1,1.1,0.07,0.07,0.28,0.96
5,0.0,-0.0,0.07,0.07,0.27,0.94
