,0,1,2,3,4,5
0,0.8,0.74,0.26,0.27,1.04,0.95
1,-0.5,-0.5,0.32,0.32,1.38,0.96
2,0.0,-0.05,0.31,0.31,1.21,0.95
3,-0.7,-0.69,0.12,0.12,0.5,0.96
4,1.0,0.99,0.13,0.13,0.51,0.96
5,0.0,0.0,0.13,0.13,0.5,0.96
