,0,1,2,3,4,5
0,0.8,0.71,0.29,0.3,1.23,0.96
1,-0.5,-0.52,0.35,0.35,1.57,0.95
2,0.0,-0.09,0.35,0.36,1.41,0.95
3,-0.7,-0.71,0.14,0.14,0.6,0.95
4,1.0,1.01,0.16,0.16,0.63,0.94
5,0.0,-0.0,0.15,0.15,0.59,0.93
