3; -0.2096737027168274; 0.15616972744464874; -0.3246561884880066; -0.7093385457992554; -0.322278767824173; -0.4553888142108917; 1.2010059356689453; -0.44606199860572815; 0.12864549458026886; -1.410557508468628; 
2; -0.17418250441551208; 0.1392405927181244; -0.3033998906612396; -0.7583938837051392; -0.3544461727142334; -0.46373090147972107; 1.2224589586257935; -0.45317405462265015; 0.12609390914440155; -1.4104161262512207; 
25; -0.19692440330982208; 0.1797337532043457; -0.33306682109832764; -0.713786780834198; -0.32618948817253113; -0.450823575258255; 1.2121564149856567; -0.4564882516860962; 0.10026024281978607; -1.422412633895874; 
19; -0.1492632031440735; 0.12639960646629333; -0.31267550587654114; -0.7260789275169373; -0.3476700782775879; -0.4522913098335266; 1.2393884658813477; -0.43107545375823975; 0.10727750509977341; -1.4284162521362305; 
24; -0.18487446010112762; 0.1587451696395874; -0.34505826234817505; -0.7585113048553467; -0.35074514150619507; -0.44025692343711853; 1.232513666152954; -0.44328373670578003; 0.10852579772472382; -1.4289249181747437; 
23; -0.1780058741569519; 0.10358328372240067; -0.3598190248012543; -0.7520428895950317; -0.3453047573566437; -0.4815509617328644; 1.198876142501831; -0.4764595031738281; 0.1124335378408432; -1.4268224239349365; 
16; -0.19092680513858795; 0.12535208463668823; -0.32196080684661865; -0.7784772515296936; -0.31734180450439453; -0.4635448455810547; 1.2097502946853638; -0.45222240686416626; 0.1018136739730835; -1.4095795154571533; 
10; -0.1715664118528366; 0.15866267681121826; -0.2950586974620819; -0.76511150598526; -0.3376952111721039; -0.46267423033714294; 1.2050775289535522; -0.4548364281654358; 0.15355494618415833; -1.4086341857910156; 
13; -0.2045198529958725; 0.1559397429227829; -0.3108472526073456; -0.7165914177894592; -0.3842490613460541; -0.4661937355995178; 1.2146745920181274; -0.4336278736591339; 0.11831007897853851; -1.4148434400558472; 
18; -0.15386350452899933; 0.1027686819434166; -0.2911789119243622; -0.7600454092025757; -0.349392831325531; -0.46680575609207153; 1.2267224788665771; -0.425906777381897; 0.09888540208339691; -1.4134994745254517; 
8; -0.18592941761016846; 0.14083169400691986; -0.31279414892196655; -0.7724116444587708; -0.35060039162635803; -0.44609537720680237; 1.2274514436721802; -0.43796879053115845; 0.11377634108066559; -1.3927267789840698; 
1; -0.19860979914665222; 0.15064340829849243; -0.31197965145111084; -0.7297460436820984; -0.32100909948349; -0.44265276193618774; 1.2078720331192017; -0.4510732889175415; 0.11496054381132126; -1.4075000286102295; 
17; -0.2522317171096802; 0.18338239192962646; -0.35519126057624817; -0.7177472114562988; -0.3471110165119171; -0.46073731780052185; 1.2226297855377197; -0.44983646273612976; 0.13790801167488098; -1.4230456352233887; 
7; -0.21804505586624146; 0.15282969176769257; -0.36057043075561523; -0.7803629636764526; -0.33455196022987366; -0.47740474343299866; 1.216630458831787; -0.46759700775146484; 0.10394144803285599; -1.3869818449020386; 
9; -0.23450089991092682; 0.1864941269159317; -0.3029802739620209; -0.7640931606292725; -0.35445186495780945; -0.46612662076950073; 1.2136839628219604; -0.4700755178928375; 0.11893925070762634; -1.4265806674957275; 
14; -0.20547279715538025; 0.11197982728481293; -0.35640719532966614; -0.7756281495094299; -0.3339961767196655; -0.4415576159954071; 1.210080623626709; -0.44888997077941895; 0.13352255523204803; -1.4104238748550415; 
22; -0.18636953830718994; 0.14836226403713226; -0.3335256576538086; -0.6633907556533813; -0.3246067464351654; -0.4662136733531952; 1.2260866165161133; -0.4245411157608032; 0.12479659914970398; -1.4165750741958618; 
12; -0.17751771211624146; 0.1135014072060585; -0.29428091645240784; -0.7221506834030151; -0.3376871645450592; -0.4631863236427307; 1.2201409339904785; -0.4436508119106293; 0.11046619713306427; -1.4239585399627686; 
4; -0.18723006546497345; 0.16292928159236908; -0.32956305146217346; -0.7360036969184875; -0.40864139795303345; -0.44725608825683594; 1.224550724029541; -0.45012596249580383; 0.12807802855968475; -1.4034174680709839; 
5; -0.16676029562950134; 0.17273055016994476; -0.33377954363822937; -0.7007327079772949; -0.37248486280441284; -0.4435262382030487; 1.2139050960540771; -0.46652543544769287; 0.13802200555801392; -1.4261538982391357; 
6; -0.15441912412643433; 0.1558603048324585; -0.3608889877796173; -0.7552593350410461; -0.31568804383277893; -0.45014211535453796; 1.2380812168121338; -0.46177437901496887; 0.13388244807720184; -1.409732460975647; 
20; -0.20815670490264893; 0.16088496148586273; -0.3132781684398651; -0.7035521864891052; -0.36486488580703735; -0.45151302218437195; 1.2356404066085815; -0.4439012110233307; 0.12619206309318542; -1.3820916414260864; 
11; -0.2004026472568512; 0.16433677077293396; -0.37489527463912964; -0.7276297211647034; -0.3772158622741699; -0.4545894265174866; 1.2046982049942017; -0.47099632024765015; 0.10003442317247391; -1.3991292715072632; 
15; -0.1849880963563919; 0.16638804972171783; -0.34369322657585144; -0.7262033224105835; -0.36202460527420044; -0.4687717854976654; 1.227580189704895; -0.42834150791168213; 0.10886220633983612; -1.3986738920211792; 
21; -0.18335844576358795; 0.11216821521520615; -0.339016854763031; -0.692184329032898; -0.34337151050567627; -0.47213122248649597; 1.2481846809387207; -0.47051116824150085; 0.1335238367319107; -1.4022064208984375; 
