1; 6912; 389.0
3; 6826; 366.0
18; 6675; 383.0
17; 6844; 381.0
27; 6788; 364.0
21; 7101; 413.0
2; 7072; 369.0
34; 6824; 375.0
22; 7011; 383.0
41; 7068; 412.0
25; 6728; 370.0
24; 6891; 378.0
26; 7023; 368.0
40; 7066; 373.0
16; 6768; 387.0
11; 6968; 390.0
36; 6913; 395.0
0; 7014; 373.0
7; 7009; 383.0
5; 6898; 389.0
39; 6817; 387.0
12; 6922; 384.0
14; 6888; 371.0
8; 6697; 368.0
19; 6952; 370.0
48; 6909; 385.0
42; 6798; 366.0
23; 6787; 361.0
15; 6879; 399.0
46; 6993; 373.0
13; 6781; 370.0
20; 6893; 392.0
37; 6846; 385.0
44; 6604; 362.0
35; 6887; 391.0
10; 6922; 355.0
4; 7023; 409.0
49; 6902; 369.0
6; 7011; 391.0
38; 6978; 400.0
43; 6998; 402.0
47; 7203; 424.0
28; 6969; 387.0
9; 6963; 379.0
30; 6824; 366.0
45; 6675; 361.0
31; 6933; 367.0
32; 7086; 383.0
33; 6946; 374.0
29; 7070; 381.0
50; 6802; 370.0
51; 6930; 374.0
52; 6908; 378.0
53; 7040; 377.0
54; 6948; 403.0
55; 7013; 384.0
57; 6884; 374.0
56; 7016; 371.0
58; 7090; 410.0
59; 6879; 386.0
61; 6879; 391.0
60; 6933; 370.0
62; 7059; 394.0
63; 6990; 404.0
64; 6951; 397.0
65; 6897; 406.0
66; 7093; 384.0
67; 6980; 376.0
68; 6907; 369.0
69; 6974; 384.0
70; 6919; 383.0
71; 6827; 366.0
72; 7003; 353.0
74; 7089; 403.0
73; 6997; 364.0
76; 6842; 392.0
75; 6883; 375.0
77; 7165; 389.0
78; 6757; 355.0
79; 6974; 379.0
80; 6965; 383.0
81; 7016; 374.0
82; 6943; 392.0
83; 6978; 382.0
84; 6972; 391.0
85; 6973; 372.0
86; 6854; 378.0
87; 7059; 357.0
88; 6907; 342.0
89; 7081; 394.0
90; 6876; 374.0
91; 6945; 380.0
92; 7083; 385.0
93; 6877; 395.0
94; 6958; 374.0
95; 7008; 395.0
96; 6845; 346.0
97; 6945; 379.0
98; 6939; 378.0
99; 6820; 378.0
100; 7067; 397.0
