,0,1,2,3,4,5
0,0.8,0.74,0.2,0.21,0.85,0.96
1,-0.5,-0.52,0.25,0.25,1.11,0.96
2,0.0,-0.05,0.23,0.23,0.99,0.96
3,-0.7,-0.69,0.11,0.11,0.41,0.92
4,1.0,0.99,0.09,0.09,0.43,0.96
5,0.0,-0.0,0.09,0.09,0.4,0.94
