,0,1,2,3,4,5
0,-0.19,-0.21,0.02,0.03,0.03,0.44
1,0.14,0.13,0.02,0.03,0.03,0.56
2,-0.32,-0.35,0.02,0.03,0.04,0.44
3,-0.73,-0.76,0.03,0.04,0.04,0.4
4,-0.34,-0.37,0.02,0.04,0.04,0.32
5,-0.47,-0.47,0.01,0.01,0.02,0.44
6,1.21,1.21,0.01,0.01,0.02,0.48
7,-0.45,-0.46,0.01,0.02,0.01,0.4
8,0.11,0.11,0.01,0.01,0.01,0.28
9,-1.41,-1.42,0.01,0.01,0.02,0.48
