,0,1,2,3,4,5,6
0,0.1,0.0,0.01,0.1,-,-,0.02
1,0.31,0.23,0.1,0.13,-,-,0.65
2,0.97,0.96,0.13,0.13,-,-,1.0
3,-0.39,-0.32,0.13,0.15,-,-,0.74
4,-0.77,-0.72,0.14,0.14,-,-,1.0
5,0.24,0.2,0.09,0.1,-,-,0.7
6,0.96,0.94,0.13,0.13,-,-,1.0
7,0.62,0.55,0.12,0.13,-,-,1.0
8,0.03,-0.0,0.01,0.03,-,-,0.02
9,-0.92,-0.89,0.12,0.12,-,-,1.0
10,-1.51,-1.52,0.15,0.15,-,-,1.0
11,0.03,-0.0,0.01,0.03,-,-,0.02
12,-1.1,-1.08,0.13,0.13,-,-,1.0
13,-1.16,-1.13,0.14,0.14,-,-,1.0
14,1.18,1.16,0.16,0.16,-,-,1.0
15,-0.0,0.0,0.02,0.02,-,-,0.0
16,0.24,0.0,0.03,0.23,-,-,0.02
17,0.6,0.56,0.11,0.12,-,-,1.0
18,-0.12,-0.17,0.09,0.1,-,-,0.12
19,0.58,0.49,0.16,0.19,-,-,1.0
