,0,1,2,3,4,5,6
0,0.1,0.0,0.01,0.1,-,-,0.01
1,0.31,0.24,0.09,0.11,-,-,0.48
2,0.97,0.91,0.12,0.14,-,-,1.0
3,-0.39,-0.46,0.1,0.12,-,-,0.2
4,-0.77,-0.76,0.11,0.11,-,-,0.98
5,0.24,0.24,0.08,0.08,-,-,0.46
6,0.96,0.92,0.1,0.11,-,-,1.0
7,0.62,0.52,0.11,0.15,-,-,1.0
8,0.03,-0.0,0.01,0.03,-,-,0.0
9,-0.92,-0.87,0.11,0.12,-,-,1.0
10,-1.51,-1.46,0.14,0.15,-,-,1.0
11,0.03,-0.0,0.01,0.03,-,-,0.01
12,-1.1,-1.06,0.11,0.12,-,-,1.0
13,-1.16,-1.08,0.13,0.15,-,-,1.0
14,1.18,1.15,0.13,0.13,-,-,1.0
15,-0.0,0.0,0.01,0.01,-,-,0.0
16,0.24,0.08,0.09,0.18,-,-,0.06
17,0.6,0.57,0.09,0.1,-,-,1.0
18,-0.12,-0.27,0.05,0.16,-,-,0.03
19,0.58,0.61,0.1,0.11,-,-,0.64
