,0,1,2,3,4,5
0,0.8,0.79,0.14,0.14,0.54,0.97
1,-0.5,-0.52,0.2,0.2,0.77,0.96
2,0.0,-0.01,0.16,0.16,0.65,0.96
3,-0.7,-0.7,0.07,0.07,0.26,0.92
4,1.0,1.0,0.07,0.07,0.26,0.96
5,0.0,-0.0,0.07,0.07,0.26,0.92
