,0,1,2,3,4,5
0,0.8,0.73,0.21,0.22,0.95,0.96
1,-0.5,-0.54,0.26,0.27,1.22,0.98
2,0.0,-0.06,0.24,0.25,1.09,0.98
3,-0.7,-0.69,0.11,0.11,0.46,0.94
4,1.0,0.99,0.1,0.1,0.48,0.97
5,0.0,-0.01,0.1,0.1,0.45,0.98
