,0,1,2,3,4,5
0,-0.19,-0.31,0.11,0.17,0.19,0.6
1,0.14,0.09,0.03,0.06,0.19,0.6
2,-0.32,-0.38,0.11,0.13,0.17,0.4
3,-0.73,-0.9,0.07,0.19,0.19,0.4
4,-0.34,-0.51,0.06,0.18,0.18,0.2
5,-0.47,-0.51,0.02,0.05,0.11,0.6
6,1.21,1.31,0.03,0.11,0.13,0.4
7,-0.45,-0.5,0.02,0.05,0.12,0.8
8,0.11,0.15,0.05,0.06,0.12,0.6
9,-1.41,-1.57,0.08,0.17,0.11,0.2
