,0,1,2,3,4,5
0,0.8,0.76,0.19,0.19,0.72,0.94
1,-0.5,-0.48,0.22,0.23,0.97,0.98
2,0.0,-0.02,0.22,0.22,0.85,0.95
3,-0.7,-0.69,0.1,0.1,0.35,0.92
4,1.0,0.98,0.08,0.08,0.35,0.96
5,0.0,-0.0,0.09,0.09,0.34,0.96
