,0,1,2,3,4,5,6
0,0.1,0.0,0.01,0.1,0.22,0.94,0.0
1,0.31,0.24,0.06,0.1,0.39,1.0,0.06
2,0.97,0.88,0.09,0.13,0.41,0.86,1.0
3,-0.39,-0.31,0.08,0.11,0.42,1.0,0.3
4,-0.77,-0.71,0.09,0.11,0.4,0.95,1.0
5,0.24,0.27,0.05,0.06,0.41,1.0,0.14
6,0.96,0.96,0.08,0.08,0.39,1.0,1.0
7,0.62,0.47,0.12,0.19,0.4,0.7,0.9
8,0.03,0.01,0.02,0.03,0.2,1.0,0.0
9,-0.92,-0.9,0.08,0.08,0.41,0.98,1.0
10,-1.51,-1.22,0.04,0.3,0.41,0.02,1.0
11,0.03,-0.0,0.02,0.04,0.23,1.0,0.0
12,-1.1,-1.07,0.06,0.08,0.4,1.0,1.0
13,-1.16,-0.99,0.07,0.18,0.43,0.76,1.0
14,1.18,1.11,0.06,0.09,0.4,0.99,1.0
15,-0.0,0.0,0.01,0.01,0.24,1.0,0.0
16,0.24,0.02,0.02,0.22,0.26,0.01,0.0
17,0.6,0.6,0.11,0.11,0.4,0.94,0.99
18,-0.12,-0.03,0.04,0.1,0.24,0.61,0.02
19,0.58,0.38,0.1,0.22,0.42,0.51,0.74
