,0,1,2,3,4,5
0,0.8,0.75,0.2,0.2,0.79,0.94
1,-0.5,-0.5,0.24,0.24,1.04,0.95
2,0.0,-0.04,0.22,0.23,0.92,0.96
3,-0.7,-0.69,0.1,0.1,0.38,0.92
4,1.0,0.98,0.09,0.09,0.39,0.96
5,0.0,0.0,0.09,0.09,0.37,0.96
