,0
404,0.009569028
405,0.005549252
406,0.012773897
407,0.015512761
408,0.014205381
409,0.01908626
410,0.023800902
411,0.016776176
412,0.0068393303
413,0.018059766
414,0.012213185
415,0.02093157
416,0.010469958
417,0.0073594395
418,0.008792635
419,0.015507314
420,0.008003112
421,0.013137788
422,0.35508245
423,0.01763269
424,0.012102075
425,0.014441788
426,0.005322369
427,0.018373705
428,0.015820788
429,0.018899737
430,0.007446899
431,0.006074127
432,0.015337009
433,0.006162811
434,0.0208903
435,0.013745711
436,0.016262243
437,0.012065332
438,0.017865352
439,0.019209739
440,0.014649954
441,0.0044709174
442,0.014177945
443,0.010149267
444,0.013418861
445,0.024789147
446,0.007776665
447,0.013552456
448,0.01556634
449,0.01699023
450,0.011179328
451,0.021344133
452,0.020179002
453,0.008941149
454,0.007245155
455,0.010393165
456,0.012105917
457,0.017039035
458,0.017257554
459,0.025700858
460,0.013350472
461,0.0067514586
462,0.011956768
463,0.01610885
464,0.014120371
465,0.0096385125
466,0.013838707
467,0.01645808
468,0.0185387
469,0.010675743
470,0.012434876
471,0.003768377
472,0.009413208
473,0.006458818
474,0.010232969
475,0.0088977935
476,0.010337863
477,0.011448677
478,0.010646759
479,0.0043030167
480,0.023500271
481,0.014439966
482,0.015331803
483,0.014681549
484,0.009870453
485,0.009821641
486,0.020051442
487,0.014004463
488,0.0016246447
489,0.015017363
490,0.023430727
491,0.008775657
492,0.013329195
493,0.014121423
494,0.014365485
495,0.016518895
496,0.02466388
497,0.0131869335
498,1.1326632
499,0.007644005
500,0.014742175
501,0.013784932
502,0.0035001514
503,0.014398188
504,0.022032794
505,0.0023663081
506,0.023133978
507,0.012284462
508,0.005410419
509,0.014606441
510,0.0056701005
511,0.0059196632
512,0.016998308
513,0.011612325
514,-0.0008481294
515,0.009473703
516,0.0014674217
517,0.015121553
518,0.019816753
519,0.007796221
520,0.018467795
521,0.023337323
522,0.010625086
523,0.012957393
524,0.010504078
525,0.013926033
526,0.009729372
527,0.014955562
528,0.018662972
529,0.00943668
530,0.0013736552
531,0.011901079
532,0.0140461195
533,0.016463472
534,0.009695252
535,0.008122874
536,0.012966092
537,0.015568416
538,0.010868411
539,0.010343133
540,0.009811409
541,0.009372289
542,-0.00017624442
543,0.014370889
544,0.013539961
545,0.021610565
546,0.008278556
547,0.016208831
548,0.014798213
549,0.01003636
550,0.020234333
551,0.01305707
552,0.020446835
553,0.003913479
554,0.01619672
555,0.021142049
556,0.020459965
557,0.005412042
558,0.011204172
559,0.021216586
560,0.015545167
561,0.022394665
562,0.0076378896
563,0.009665703
564,0.014935189
565,0.0046804072
566,0.017791415
567,0.012350005
568,0.0111662755
569,0.01746378
570,0.008254331
571,0.013857185
572,0.01831277
573,0.016415734
574,0.01354621
575,0.008984692
576,0.010180047
577,0.021503821
578,0.0051673446
579,0.014309333
580,0.006365545
581,0.44261563
582,0.22374538
583,0.006618839
584,0.022122711
585,0.01856172
586,0.011287467
587,0.01814601
588,0.010068247
589,0.014909224
590,0.0041746367
591,0.02006945
592,0.011426401
593,0.012472952
594,0.011091845
595,0.012561498
596,0.014311884
597,0.010795326
598,0.012524094
599,0.020636322
600,0.011290621
601,0.025864035
602,0.015931088
603,0.016428545
604,0.012424602
605,0.0050205532
606,0.0071014157
607,0.011435253
608,0.007848701
609,0.013089647
610,0.004530618
611,0.020833746
612,0.009199213
613,0.0013505835
614,0.012249449
615,0.011705324
616,0.0090541
617,0.004001868
618,0.008909468
619,0.010260494
620,0.02228577
621,0.020037558
622,0.015023276
623,0.019657668
624,0.009423763
625,0.014074458
626,0.10513513
627,0.012182834
628,0.024458993
629,0.019588858
630,0.0126891965
631,0.015247304
632,0.019109733
633,0.2524689
634,0.01913715
635,0.023498636
636,0.015131263
637,0.013300084
638,0.012603023
639,0.012337471
640,0.0067163184
641,0.0065480596
642,0.010400225
643,0.014104896
644,0.011062603
645,0.009243631
646,0.0022224654
647,0.011368727
648,0.0032636728
649,0.007662144
650,0.0021879114
651,0.018172238
652,0.013828797
653,0.0085039465
654,0.016283402
655,0.0025885897
656,0.0015216833
657,0.012547608
658,0.01438465
659,0.025729124
660,0.011912217
661,0.018946603
662,0.0035131732
663,0.0138206035
664,0.01366214
665,0.016435334
666,0.010053519
667,0.020809038
668,0.0066206707
669,0.013284601
670,0.022148773
671,0.010185294
672,0.008650096
673,0.010902671
674,0.0062723896
675,0.020548794
676,0.013335619
677,0.0120798
678,0.020457974
679,0.018639568
680,-0.00028807204
681,0.01370435
682,0.015252616
683,0.007631504
684,0.017558584
685,0.021013469
686,0.017853566
687,0.010993024
688,0.018495811
689,0.0097248275
690,0.00011644885
691,0.021189978
692,0.014400124
693,0.0038238056
694,0.003230881
695,0.01857416
696,0.01693554
697,0.012049226
698,0.017107623
699,0.02916421
700,0.007016047
701,0.010264368
702,0.023360826
703,0.015670106
704,0.005056884
705,0.025559552
706,0.009333743
707,0.021941226
708,0.008112071
709,0.016376592
710,0.016780913
711,0.014356901
712,0.008584833
713,0.021775112
714,0.0072795814
715,0.021288209
716,0.015929379
717,0.015583381
718,0.002765946
719,0.023469124
720,0.012197891
721,0.0036894353
722,-0.00021137297
723,0.02556985
724,0.0169751
725,0.016300723
726,0.015539685
727,0.008821004
728,0.005138308
729,-0.02035454
730,0.0066229254
731,0.0055898754
732,0.006866941
733,0.005989304
734,0.01730437
735,0.01744785
736,0.01660279
737,0.02169469
738,0.017538033
739,0.019226354
740,0.014070253
741,0.015052571
742,0.0047451016
743,0.021189112
744,0.006014479
745,0.017127153
746,0.005859213
747,0.0051105367
748,0.018965978
749,0.014526962
750,0.009141818
751,-0.0020960122
752,0.01414976
753,0.01992276
754,0.013123713
755,0.0062754387
756,0.023867432
757,0.013797758
758,0.47763267
759,0.0144602675
760,0.018533468
761,0.012631482
762,0.014158656
763,0.010541018
764,0.016057264
765,0.013472339
766,0.0051260325
767,0.013264117
768,0.016088074
769,0.011027876
770,0.016005455
771,0.030909067
772,0.013874338
773,0.009553455
774,0.009921591
775,0.010280125
776,0.023064725
777,0.012620585
778,0.01692103
779,0.011629013
780,0.0063058767
781,0.017171787
782,0.021062648
783,0.018439662
784,0.015364643
785,0.020061357
786,0.017812792
787,0.018842757
788,0.025680933
789,0.016578445
790,0.015741004
791,0.24722849
792,0.019171849
793,0.008473868
794,0.015507795
795,0.019864794
796,0.021741536
797,0.012060892
798,0.010747214
799,0.027283827
800,0.017529257
801,0.0070201256
802,0.005429631
803,0.015799712
804,-0.002311363
805,0.013316242
806,0.015798436
807,0.0118812695
808,0.011363253
809,0.014902634
810,0.013734903
811,0.012571048
812,0.017252756
813,0.010231515
814,0.017177023
815,0.00083600264
816,0.012491651
817,0.019928595
818,0.012171166
819,0.0054298546
820,0.02007776
821,0.014804285
822,0.01732668
823,0.012731559
824,0.013632372
825,0.017968643
826,0.013026925
827,0.008273749
828,0.01688341
829,0.0155396545
830,0.007946137
831,0.018358828
832,0.010222609
833,0.013472995
834,0.008967729
835,0.0064409347
836,0.015440415
837,0.011529263
838,0.006479507
839,0.018042453
840,0.010606149
841,0.022207914
842,0.019756287
843,0.013003347
844,0.013781402
845,0.0146407
846,0.0058023357
847,0.020680195
848,0.020308489
849,0.021854304
850,0.018384514
851,0.0045083333
852,0.0070829536
853,0.008403922
854,0.005063954
855,0.013363343
856,0.007092862
857,0.026285365
858,0.01804361
859,0.014065769
860,0.016477115
861,0.013232308
862,0.0094696805
863,0.011619976
864,0.013637109
865,0.023942772
866,0.00985136
867,0.001935794
868,0.015724402
869,0.013678859
870,0.02253884
871,0.004093067
872,0.009019618
873,0.012126061
874,0.012355035
875,0.017191693
876,0.0058865007
877,0.019972226
878,0.011110514
879,0.018501194
880,0.009668643
881,0.014054486
882,0.0005268147
883,0.020720888
884,0.012924445
885,0.012550164
886,0.007797354
887,0.016519591
888,0.023304291
889,0.020781385
890,0.011716209
891,0.0028525824
892,0.02548803
893,0.017287467
894,0.0067867488
895,0.011483253
896,0.013238485
897,0.015621232
898,0.016432209
899,0.02977873
900,0.018629061
901,0.014141575
902,0.022851773
903,0.011184853
904,0.014018221
905,0.019745413
906,0.025190549
907,0.014478827
908,0.0063408683
909,0.02693773
910,0.024598124
911,0.013618272
912,0.022179753
913,0.016743936
914,0.007159265
915,0.026876777
916,0.019790646
917,0.009846164
918,0.009594951
919,0.006705116
920,0.002499885
921,0.012590135
922,0.019313967
923,0.019292127
924,0.0044464506
925,0.015135326
926,0.020315845
927,0.008713322
928,0.015503348
929,0.00987028
930,0.012416389
931,0.014939595
932,0.00387997
933,0.011658227
934,0.009871278
935,0.016468342
936,0.016839422
937,0.013395494
938,0.020365056
939,0.014857447
940,0.01755158
941,0.01957248
942,0.0077722333
943,0.023646764
944,0.008284742
945,0.008650169
946,0.008718859
947,0.018791016
948,0.00816497
949,0.010261281
950,0.008211996
951,0.005489303
952,0.0056582554
953,0.012315447
954,0.018588474
955,0.011798043
956,0.004851086
957,0.0119577795
958,0.0027004424
959,0.017057406
960,0.01966938
961,0.01643616
962,0.009801794
963,0.008763855
964,0.011343836
965,0.0160109
966,0.012849793
967,0.023816794
968,0.022956572
969,0.014921008
970,0.01890612
971,0.0114002
972,0.015428789
973,0.012553449
974,0.0057630646
975,0.008021626
976,0.009288362
977,0.013618879
978,0.015990764
979,0.018233428
980,0.011481259
981,0.017558422
982,0.016635437
983,0.016517367
984,0.014435506
985,0.018229524
986,0.007512503
987,0.011440114
988,0.019598562
989,0.017856115
990,0.026190724
991,0.012082528
992,0.016576733
993,0.008117046
994,0.010161942
995,0.016525216
996,0.013680093
997,0.017608006
998,0.022395799
999,0.00021104235
1000,0.009488768
1001,0.0150844855
1002,0.015902784
1003,0.012986263
1004,0.0140947085
1005,0.012292301
1006,0.008573795
1007,0.016431034
1008,0.011446431
1009,0.02201027
1010,0.016917087
1011,0.021694211
1012,0.018213987
1013,0.015422588
1014,0.0012505455
1015,0.014657734
1016,0.00084735174
1017,0.013166919
1018,0.012735891
1019,0.013576827
1020,0.020093584
1021,0.011099871
1022,0.018251343
1023,0.024880186
1024,0.014690308
1025,0.010231387
1026,0.01909253
1027,0.006126449
1028,0.019668374
1029,0.016211567
1030,0.007855637
1031,0.009149
1032,0.014898345
1033,0.015952047
1034,0.020652775
1035,0.0076423953
1036,0.016271325
1037,0.011348174
1038,0.0119996965
1039,0.02564625
1040,0.015573773
1041,0.015569458
1042,0.015851147
1043,0.015902724
1044,0.01734073
1045,0.014897058
1046,0.011424405
1047,0.0022143647
1048,0.016521316
1049,0.010609666
1050,0.012997016
1051,0.014891862
1052,0.013198286
1053,0.01796672
1054,0.005768384
1055,0.018811604
1056,0.015228746
1057,0.020621954
1058,0.009113234
1059,0.010650722
1060,0.015224128
1061,0.014431812
1062,0.02176695
1063,0.0053620585
1064,0.020317378
1065,0.0129176015
1066,0.023020666
1067,0.023041995
1068,0.013914493
1069,0.008226401
1070,0.008819094
1071,0.022568965
1072,0.019569466
1073,0.024353653
1074,0.029932879
1075,0.018255338
1076,0.01564493
1077,0.0049174605
1078,0.011649423
1079,0.010170015
1080,0.014582806
1081,0.008673547
1082,0.011195764
1083,0.011924405
1084,1.2229412
1085,0.010922307
1086,0.009684734
1087,0.018310033
1088,0.008871308
1089,0.013775984
1090,0.015363654
1091,0.007920414
1092,0.011161568
1093,0.012681337
1094,0.023887916
1095,0.009231625
1096,0.015393684
1097,0.014695717
1098,0.02001955
1099,0.0062813316
1100,0.020727552
1101,0.015010357
1102,0.015117863
1103,0.019323165
1104,0.013154016
1105,0.02295064
1106,0.005682455
1107,0.012764189
1108,0.021687407
1109,0.022247516
1110,0.019517798
1111,0.025586426
1112,0.012596512
1113,0.019327741
1114,0.015209751
1115,0.015360763
1116,0.024446044
1117,0.0053188046
1118,0.009090626
1119,0.009016892
1120,0.0027079936
