1; 16166; 140.0
42; 16000; 156.0
7; 16411; 142.0
12; 15965; 149.0
112; 16351; 130.0
40; 16502; 133.0
9; 16506; 133.0
5; 16199; 134.0
2; 16375; 133.0
22; 16337; 127.0
41; 16423; 146.0
44; 15924; 126.0
3; 16359; 139.0
39; 16547; 149.0
70; 16213; 139.0
19; 16304; 132.0
6; 16038; 138.0
93; 16102; 123.0
27; 16473; 144.0
8; 16274; 139.0
43; 16343; 127.0
162; 16228; 134.0
138; 16596; 137.0
111; 16084; 126.0
10; 16408; 135.0
24; 16403; 135.0
73; 16211; 138.0
37; 16247; 144.0
140; 15914; 133.0
164; 16318; 124.0
4; 16330; 148.0
105; 15989; 133.0
104; 16252; 134.0
20; 16415; 125.0
84; 16247; 136.0
45; 16130; 136.0
11; 16641; 136.0
163; 16180; 132.0
137; 16144; 130.0
71; 16540; 141.0
32; 16773; 130.0
139; 16212; 152.0
74; 16237; 131.0
23; 16451; 131.0
136; 16430; 120.0
38; 16483; 124.0
47; 16223; 135.0
91; 16286; 129.0
83; 16392; 169.0
87; 16339; 134.0
98; 16353; 86.0

113; 16265; 136.0
92; 16621; 131.0
17; 16063; 142.0
21; 16179; 140.0
46; 16489; 129.0
79; 15934; 122.0
18; 16115; 140.0
25; 16118; 136.0
15; 16374; 131.0
16; 16139; 135.0
34; 16669; 135.0
188; 16415; 136.0
182; 15605; 126.0
186; 16010; 141.0
184; 16455; 144.0
191; 16203; 123.0
127; 16309; 122.0
185; 16487; 135.0
75; 16189; 129.0
183; 16202; 144.0
117; 16302; 136.0
77; 16203; 133.0
107; 16728; 130.0
110; 16409; 124.0
106; 16409; 128.0
72; 16008; 128.0
82; 16327; 125.0
116; 16301; 130.0
115; 16123; 151.0
96; 16806; 131.0
28; 16261; 137.0
76; 16640; 155.0
14; 16343; 106.0
196; 16321; 152.0
194; 16076; 141.0
51; 16270; 141.0
100; 16206; 139.0
133; 16043; 136.0
109; 16271; 152.0
54; 16261; 135.0
52; 16359; 128.0
101; 16384; 124.0
61; 16183; 144.0
58; 16271; 112.0
129; 16150; 134.0
108; 16504; 137.0
102; 16463; 137.0
161; 16276; 133.0
31; 16700; 148.0
63; 16287; 111.0
81; 16529; 131.0
85; 16130; 150.0
131; 16619; 141.0
132; 16032; 123.0
62; 16035; 128.0
80; 16200; 132.0
171; 16444; 128.0
114; 16417; 131.0
65; 16281; 104.0
155; 16282; 151.0
165; 16160; 141.0
128; 16245; 152.0
60; 16280; 144.0
150; 16235; 118.0
86; 16403; 116.0
157; 16560; 117.0
99; 16245; 126.0
143; 16349; 120.0
125; 16668; 146.0
144; 16568; 132.0
59; 16452; 129.0
158; 16688; 129.0
173; 16525; 145.0
146; 16644; 133.0
154; 16101; 116.0
130; 16425; 143.0
66; 16387; 127.0
175; 16395; 149.0
55; 16327; 117.0
176; 15841; 122.0
168; 16338; 132.0
198; 16337; 143.0
90; 16364; 123.0
141; 16248; 130.0
13; 16207; 120.0
122; 16503; 127.0
97; 16374; 117.0
95; 16197; 126.0
180; 16844; 139.0
177; 16392; 131.0
26; 16405; 137.0
145; 16594; 112.0
156; 15978; 136.0
53; 16431; 134.0
50; 16599; 131.0
120; 16591; 132.0
153; 16201; 145.0
152; 16521; 131.0
88; 16020; 152.0
118; 16201; 112.0
200; 16190; 133.0
48; 15994; 141.0
57; 16131; 146.0
69; 16569; 139.0
134; 16595; 127.0
49; 16458; 130.0
172; 16099; 122.0
189; 16556; 118.0
68; 16131; 134.0
119; 16193; 149.0
78; 16353; 135.0
142; 16254; 131.0
124; 15923; 123.0
126; 16447; 133.0
94; 16470; 135.0
148; 16364; 145.0
178; 16166; 127.0
174; 16181; 133.0
103; 16182; 152.0
160; 16037; 135.0
56; 16227; 137.0
181; 16278; 115.0
190; 16337; 154.0
179; 16312; 132.0
192; 16141; 152.0
187; 16324; 136.0
167; 16451; 136.0
197; 16337; 113.0
195; 15892; 141.0
199; 16328; 148.0
193; 16196; 132.0
151; 16344; 126.0
67; 16347; 140.0
166; 16364; 118.0
170; 16391; 107.0
169; 16367; 129.0
149; 16431; 141.0
159; 16431; 122.0
123; 16475; 144.0
147; 16316; 120.0
89; 16203; 125.0
135; 16163; 140.0
121; 16265; 127.0
