,0,1,2,3,4,5
0,-0.9,-0.89,0.21,0.21,0.93,0.96
1,0.2,0.18,0.16,0.16,0.7,0.97
2,0.0,-0.04,0.18,0.18,0.74,0.96
3,-0.4,-0.39,0.07,0.07,0.3,0.96
4,1.1,1.09,0.08,0.08,0.32,0.95
5,0.0,0.01,0.07,0.07,0.3,0.96
