,0,1,2,3,4,5
0,0.8,0.75,0.16,0.17,0.89,0.99
1,-0.5,-0.63,0.26,0.29,1.16,0.97
2,0.0,-0.09,0.21,0.23,1.01,0.96
3,-0.7,-0.74,0.09,0.1,0.43,0.99
4,1.0,1.04,0.09,0.1,0.45,0.97
5,0.0,0.01,0.09,0.09,0.41,0.97
