,0,1,2,3,4,5
0,0.8,0.75,0.16,0.17,0.74,0.96
1,-0.5,-0.61,0.26,0.28,0.99,0.95
2,0.0,-0.07,0.2,0.21,0.86,0.96
3,-0.7,-0.72,0.09,0.09,0.36,0.94
4,1.0,1.02,0.08,0.08,0.37,0.97
5,0.0,0.01,0.09,0.09,0.34,0.94
