,0,1,2,3,4,5
0,-0.9,-0.92,0.25,0.25,1.24,0.98
1,0.2,0.17,0.19,0.19,0.97,0.99
2,0.0,-0.06,0.19,0.2,1.0,0.98
3,-0.4,-0.39,0.08,0.08,0.41,0.97
4,1.1,1.09,0.1,0.1,0.46,0.97
5,0.0,0.01,0.08,0.08,0.41,1.0
