,0,1,2,3,4,5
0,0.8,0.75,0.15,0.15,0.65,0.98
1,-0.5,-0.59,0.24,0.25,0.88,0.94
2,0.0,-0.06,0.17,0.18,0.75,0.95
3,-0.7,-0.71,0.08,0.08,0.31,0.89
4,1.0,1.0,0.07,0.07,0.32,0.95
5,0.0,0.01,0.08,0.08,0.3,0.9
