,0,1,2,3,4,5
0,0.8,0.76,0.14,0.15,0.59,0.96
1,-0.5,-0.56,0.23,0.24,0.81,0.92
2,0.0,-0.04,0.17,0.17,0.7,0.96
3,-0.7,-0.7,0.08,0.08,0.29,0.93
4,1.0,0.99,0.07,0.07,0.29,0.94
5,0.0,0.01,0.08,0.08,0.28,0.88
