,0,1,2,3,4,5
0,0.8,0.77,0.13,0.13,0.55,0.98
1,-0.5,-0.5,0.2,0.2,0.76,0.95
2,0.0,-0.01,0.15,0.15,0.65,0.97
3,-0.7,-0.7,0.07,0.07,0.26,0.92
4,1.0,0.99,0.06,0.06,0.26,0.98
5,0.0,0.0,0.07,0.07,0.26,0.9
